Iteration	CPUTime	PhysTime	Travels
1	7	0	0.00964598665
2	9	0	0.0192919733
3	11	0	0.0289379599
4	13	0	0.0385839466
5	14	0	0.0482299332
6	15	0	0.0578759199
7	15	0	0.0675219065
8	16	0	0.0771678932
9	17	0	0.0868138798
10	19	0	0.0964598665
11	20	0	0.106105853
12	20	0	0.11575184
13	22	0	0.125397826
14	23	0	0.135043813
15	25	0	0.1446898
16	27	0	0.154335786
17	28	0	0.163981773
18	30	0	0.17362776
19	32	0	0.183273746
20	33	0	0.192919733
21	35	0	0.20256572
22	37	0	0.212211706
23	38	0	0.221857693
24	40	0	0.23150368
25	41	0	0.241149666
26	43	0	0.250795653
27	45	0	0.260441639
28	46	0	0.270087626
29	48	0	0.279733613
30	50	0	0.289379599
31	53	0	0.299025586
32	56	0	0.308671573
33	59	0	0.318317559
34	62	0	0.327963546
35	66	0	0.337609533
36	69	0	0.347255519
37	72	0	0.356901506
38	76	0	0.366547493
39	79	0	0.376193479
40	82	0	0.385839466
41	87	0	0.395485453
42	90	0	0.405131439
43	94	0	0.414777426
44	98	0	0.424423413
45	101	0	0.434069399
46	105	0	0.443715386
47	109	0	0.453361372
48	112	0	0.463007359
49	114	0	0.472653346
50	114	0	0.482299332
51	115	0	0.491945319
52	115	0	0.501591306
53	116	0	0.511237292
54	117	0	0.520883279
55	117	0	0.530529266
56	118	0	0.540175252
57	119	0	0.549821239
58	119	0	0.559467226
59	120	0	0.569113212
60	123	0	0.578759199
61	126	0	0.588405186
62	132	0	0.598051172
63	136	0	0.607697159
64	141	0	0.617343145
65	145	0	0.626989132
66	148	0	0.636635119
67	152	0	0.646281105
68	156	0	0.655927092
69	161	0	0.665573079
70	165	0	0.675219065
71	169	0	0.684865052
72	172	0	0.694511039
73	177	0	0.704157025
74	182	0	0.713803012
75	186	0	0.723448999
76	189	0	0.733094985
77	192	0	0.742740972
78	195	0	0.752386959
79	195	0	0.762032945
80	196	0	0.771678932
81	197	0	0.781324918
82	197	0	0.790970905
83	198	0	0.800616892
84	198	0	0.810262878
85	199	0	0.819908865
86	200	0	0.829554852
87	200	0	0.839200838
88	201	0	0.848846825
89	202	0	0.858492812
90	202	0	0.868138798
91	203	0	0.877784785
92	204	0	0.887430772
93	204	0	0.897076758
94	205	0	0.906722745
95	206	0	0.916368732
96	206	0	0.926014718
97	207	0	0.935660705
98	208	0	0.945306691
99	209	0	0.954952678
100	210	0	0.964598665
101	213	0	0.974244651
102	214	0	0.983890638
103	215	0	0.993536625
104	216	0	1.00318261
105	217	0	1.0128286
106	218	0	1.02247458
107	219	0	1.03212057
108	220	0	1.04176656
109	221	0	1.05141254
110	222	0	1.06105853
111	223	0	1.07070452
112	224	0	1.0803505
113	224	0	1.08999649
114	225	0	1.09964248
115	225	0	1.10928846
116	226	0	1.11893445
117	227	0	1.12858044
118	227	0	1.13822642
119	228	0	1.14787241
120	229	0	1.1575184
121	229	0	1.16716438
122	230	0	1.17681037
123	231	0	1.18645636
124	231	0	1.19610234
125	232	0	1.20574833
126	233	0	1.21539432
127	233	0	1.2250403
128	234	0	1.23468629
129	234	0	1.24433228
130	235	0	1.25397826
131	236	0	1.26362425
132	236	0	1.27327024
133	237	0	1.28291622
134	238	0	1.29256221
135	238	0	1.3022082
136	239	0	1.31185418
137	240	0	1.32150017
138	240	0	1.33114616
139	241	0	1.34079214
140	242	0	1.35043813
141	242	0	1.36008412
142	243	0	1.3697301
143	244	0	1.37937609
144	244	0	1.38902208
145	245	0	1.39866806
146	245	0	1.40831405
147	246	0	1.41796004
148	247	0	1.42760602
149	247	0	1.43725201
150	248	0	1.446898
151	249	0	1.45654398
152	249	0	1.46618997
153	250	0	1.47583596
154	250	0	1.48548194
155	251	0	1.49512793
156	252	0	1.50477392
157	252	0	1.5144199
158	253	0	1.52406589
159	253	0	1.53371188
160	254	0	1.54335786
161	255	0	1.55300385
162	255	0	1.56264984
163	256	0	1.57229582
164	256	0	1.58194181
165	257	0	1.5915878
166	258	0	1.60123378
167	258	0	1.61087977
168	259	0	1.62052576
169	259	0	1.63017174
170	260	0	1.63981773
171	261	0	1.64946372
172	262	0	1.6591097
173	262	0	1.66875569
174	263	0	1.67840168
175	264	0	1.68804766
176	265	0	1.69769365
177	266	0	1.70733964
178	266	0	1.71698562
179	267	0	1.72663161
180	268	0	1.7362776
181	269	0	1.74592358
182	270	0	1.75556957
183	271	0	1.76521556
184	272	0	1.77486154
185	272	0	1.78450753
186	273	0	1.79415352
187	274	0	1.8037995
188	275	0	1.81344549
189	276	0	1.82309148
190	276	0	1.83273746
191	277	0	1.84238345
192	278	0	1.85202944
193	278	0	1.86167542
194	279	0	1.87132141
195	279	0	1.8809674
196	280	0	1.89061338
197	281	0	1.90025937
198	281	0	1.90990536
199	282	0	1.91955134
200	282	0	1.92919733
201	286	0	1.93884332
202	286	0	1.9484893
203	287	0	1.95813529
204	288	0	1.96778128
205	288	0	1.97742726
206	289	0	1.98707325
207	290	0	1.99671924
208	290	0	2.00636522
209	291	0	2.01601121
210	291	0	2.0256572
211	292	0	2.03530318
212	293	0	2.04494917
213	293	0	2.05459516
214	294	0	2.06424114
215	294	0	2.07388713
216	295	0	2.08353312
217	296	0	2.0931791
218	296	0	2.10282509
219	297	0	2.11247108
220	297	0	2.12211706
221	298	0	2.13176305
222	299	0	2.14140904
223	299	0	2.15105502
224	300	0	2.16070101
225	301	0	2.170347
226	301	0	2.17999298
227	302	0	2.18963897
228	303	0	2.19928496
229	303	0	2.20893094
230	304	0	2.21857693
231	304	0	2.22822292
232	305	0	2.2378689
233	306	0	2.24751489
234	306	0	2.25716088
235	307	0	2.26680686
236	307	0	2.27645285
237	308	0	2.28609884
238	309	0	2.29574482
239	309	0	2.30539081
240	310	0	2.3150368
241	311	0	2.32468278
242	311	0	2.33432877
243	312	0	2.34397476
244	312	0	2.35362074
245	313	0	2.36326673
246	314	0	2.37291272
247	314	0	2.3825587
248	315	0	2.39220469
249	315	0	2.40185068
250	316	0	2.41149666
251	317	0	2.42114265
252	317	0	2.43078864
253	318	0	2.44043462
254	319	0	2.45008061
255	319	0	2.4597266
256	320	0	2.46937258
257	320	0	2.47901857
258	321	0	2.48866456
259	322	0	2.49831054
260	322	0	2.50795653
261	323	0	2.51760252
262	324	0	2.5272485
263	324	0	2.53689449
264	325	0	2.54654048
265	326	0	2.55618646
266	326	0	2.56583245
267	327	0	2.57547843
268	327	0	2.58512442
269	328	0	2.59477041
270	329	0	2.60441639
271	329	0	2.61406238
272	330	0	2.62370837
273	330	0	2.63335435
274	331	0	2.64300034
275	332	0	2.65264633
276	332	0	2.66229231
277	333	0	2.6719383
278	334	0	2.68158429
279	334	0	2.69123027
280	335	0	2.70087626
281	335	0	2.71052225
282	336	0	2.72016823
283	337	0	2.72981422
284	337	0	2.73946021
285	338	0	2.74910619
286	339	0	2.75875218
287	339	0	2.76839817
288	340	0	2.77804415
289	340	0	2.78769014
290	341	0	2.79733613
291	342	0	2.80698211
292	342	0	2.8166281
293	343	0	2.82627409
294	344	0	2.83592007
295	344	0	2.84556606
296	345	0	2.85521205
297	345	0	2.86485803
298	346	0	2.87450402
299	347	0	2.88415001
300	347	0	2.89379599
301	350	0	2.90344198
302	351	0	2.91308797
303	352	0	2.92273395
304	352	0	2.93237994
305	353	0	2.94202593
306	353	0	2.95167191
307	354	0	2.9613179
