Iteration	CPUTime	PhysTime	Travels
1	8	0	0.00897179511
2	10	0	0.0179435902
3	11	0	0.0269153853
4	13	0	0.0358871804
5	14	0	0.0448589755
6	15	0	0.0538307706
7	17	0	0.0628025657
8	18	0	0.0717743608
9	20	0	0.080746156
10	21	0	0.0897179511
11	22	0	0.0986897462
12	24	0	0.107661541
13	25	0	0.116633336
14	27	0	0.125605131
15	28	0	0.134576927
16	29	0	0.143548722
17	31	0	0.152520517
18	32	0	0.161492312
19	33	0	0.170464107
20	35	0	0.179435902
21	36	0	0.188407697
22	37	0	0.197379492
23	39	0	0.206351287
24	40	0	0.215323083
25	41	0	0.224294878
26	43	0	0.233266673
27	44	0	0.242238468
28	46	0	0.251210263
29	47	0	0.260182058
30	48	0	0.269153853
31	50	0	0.278125648
32	52	0	0.287097443
33	53	0	0.296069238
34	54	0	0.305041034
35	56	0	0.314012829
36	57	0	0.322984624
37	59	0	0.331956419
38	60	0	0.340928214
39	62	0	0.349900009
40	64	0	0.358871804
41	65	0	0.367843599
42	67	0	0.376815394
43	68	0	0.38578719
44	70	0	0.394758985
45	71	0	0.40373078
46	73	0	0.412702575
47	74	0	0.42167437
48	76	0	0.430646165
49	77	0	0.43961796
50	79	0	0.448589755
51	80	0	0.45756155
52	82	0	0.466533345
53	83	0	0.475505141
54	85	0	0.484476936
55	86	0	0.493448731
56	88	0	0.502420526
57	89	0	0.511392321
58	91	0	0.520364116
59	92	0	0.529335911
60	94	0	0.538307706
61	95	0	0.547279501
62	97	0	0.556251297
63	98	0	0.565223092
64	100	0	0.574194887
65	101	0	0.583166682
66	103	0	0.592138477
67	105	0	0.601110272
68	106	0	0.610082067
69	108	0	0.619053862
70	109	0	0.628025657
71	110	0	0.636997452
72	112	0	0.645969248
73	114	0	0.654941043
74	115	0	0.663912838
75	117	0	0.672884633
76	118	0	0.681856428
77	120	0	0.690828223
78	121	0	0.699800018
79	123	0	0.708771813
80	124	0	0.717743608
81	126	0	0.726715404
82	127	0	0.735687199
83	129	0	0.744658994
84	130	0	0.753630789
85	132	0	0.762602584
86	133	0	0.771574379
87	135	0	0.780546174
88	136	0	0.789517969
89	138	0	0.798489764
90	139	0	0.80746156
91	141	0	0.816433355
92	142	0	0.82540515
93	144	0	0.834376945
94	145	0	0.84334874
95	146	0	0.852320535
96	148	0	0.86129233
97	149	0	0.870264125
98	151	0	0.87923592
99	152	0	0.888207715
100	154	0	0.897179511
101	158	0	0.906151306
102	160	0	0.915123101
103	161	0	0.924094896
104	163	0	0.933066691
105	164	0	0.942038486
106	165	0	0.951010281
107	167	0	0.959982076
108	168	0	0.968953871
109	169	0	0.977925667
110	171	0	0.986897462
111	172	0	0.995869257
112	174	0	1.00484105
113	175	0	1.01381285
114	177	0	1.02278464
115	178	0	1.03175644
116	180	0	1.04072823
117	181	0	1.04970003
118	183	0	1.05867182
119	184	0	1.06764362
120	186	0	1.07661541
121	188	0	1.08558721
122	191	0	1.094559
123	193	0	1.1035308
124	196	0	1.11250259
125	198	0	1.12147439
126	201	0	1.13044618
127	203	0	1.13941798
128	206	0	1.14838977
129	208	0	1.15736157
130	211	0	1.16633336
131	213	0	1.17530516
132	215	0	1.18427695
133	218	0	1.19324875
134	220	0	1.20222054
135	222	0	1.21119234
136	223	0	1.22016413
137	224	0	1.22913593
138	226	0	1.23810772
139	227	0	1.24707952
140	229	0	1.25605131
141	230	0	1.26502311
142	231	0	1.2739949
143	233	0	1.2829667
144	234	0	1.2919385
145	235	0	1.30091029
146	237	0	1.30988209
147	238	0	1.31885388
148	239	0	1.32782568
149	241	0	1.33679747
150	242	0	1.34576927
151	243	0	1.35474106
152	245	0	1.36371286
153	246	0	1.37268465
154	247	0	1.38165645
155	249	0	1.39062824
156	250	0	1.39960004
157	251	0	1.40857183
158	253	0	1.41754363
159	254	0	1.42651542
160	255	0	1.43548722
161	257	0	1.44445901
