Iteration	CPUTime	PhysTime	Travels
1	1	0	0.00192307692
5	1	0	0.00961538462
10	1	0	0.0192307692
15	2	0	0.0288461538
20	2	0	0.0384615385
25	2	0	0.0480769231
30	2	0	0.0576923077
35	2	0	0.0673076923
40	3	0	0.0769230769
45	3	0	0.0865384615
50	3	0	0.0961538462
55	4	0	0.105769231
60	4	0	0.115384615
65	4	0	0.125
70	5	0	0.134615385
75	5	0	0.144230769
80	5	0	0.153846154
85	6	0	0.163461538
90	6	0	0.173076923
95	6	0	0.182692308
100	7	0	0.192307692
105	7	0	0.201923077
110	8	0	0.211538462
115	8	0	0.221153846
120	8	0	0.230769231
125	9	0	0.240384615
130	9	0	0.25
135	9	0	0.259615385
140	10	0	0.269230769
145	10	0	0.278846154
150	10	0	0.288461538
155	11	0	0.298076923
160	11	0	0.307692308
165	11	0	0.317307692
170	12	0	0.326923077
175	12	0	0.336538462
180	12	0	0.346153846
185	13	0	0.355769231
190	13	0	0.365384615
195	14	0	0.375
200	14	0	0.384615385
205	14	0	0.394230769
210	15	0	0.403846154
215	15	0	0.413461538
220	16	0	0.423076923
225	16	0	0.432692308
230	16	0	0.442307692
235	17	0	0.451923077
240	17	0	0.461538462
245	17	0	0.471153846
250	18	0	0.480769231
255	18	0	0.490384615
260	19	0	0.5
265	19	0	0.509615385
270	19	0	0.519230769
275	20	0	0.528846154
280	20	0	0.538461538
285	21	0	0.548076923
290	21	0	0.557692308
295	21	0	0.567307692
300	22	0	0.576923077
305	22	0	0.586538462
310	23	0	0.596153846
315	23	0	0.605769231
320	23	0	0.615384615
325	24	0	0.625
330	24	0	0.634615385
335	24	0	0.644230769
340	25	0	0.653846154
345	25	0	0.663461538
350	26	0	0.673076923
355	26	0	0.682692308
360	26	0	0.692307692
365	27	0	0.701923077
370	27	0	0.711538462
375	27	0	0.721153846
380	28	0	0.730769231
385	28	0	0.740384615
390	29	0	0.75
395	29	0	0.759615385
400	29	0	0.769230769
405	30	0	0.778846154
410	30	0	0.788461538
415	31	0	0.798076923
420	31	0	0.807692308
425	31	0	0.817307692
430	32	0	0.826923077
435	32	0	0.836538462
440	33	0	0.846153846
445	33	0	0.855769231
450	33	0	0.865384615
455	34	0	0.875
460	34	0	0.884615385
465	34	0	0.894230769
470	35	0	0.903846154
475	35	0	0.913461538
480	36	0	0.923076923
485	36	0	0.932692308
490	37	0	0.942307692
495	37	0	0.951923077
500	37	0	0.961538462
505	38	0	0.971153846
510	38	0	0.980769231
515	39	0	0.990384615
520	39	0	1
525	40	0	1.00961538
530	40	0	1.01923077
535	41	0	1.02884615
540	41	0	1.03846154
545	41	0	1.04807692
550	42	0	1.05769231
555	42	0	1.06730769
560	43	0	1.07692308
565	43	0	1.08653846
570	44	0	1.09615385
575	44	0	1.10576923
580	44	0	1.11538462
585	45	0	1.125
590	45	0	1.13461538
595	46	0	1.14423077
600	46	0	1.15384615
605	47	0	1.16346154
610	47	0	1.17307692
615	48	0	1.18269231
