Iteration	CPUTime	PhysTime	Travels
1	0	0	0.00192307692
5	1	0	0.00961538462
10	2	0	0.0192307692
15	2	0	0.0288461538
20	3	0	0.0384615385
25	4	0	0.0480769231
30	5	0	0.0576923077
35	5	0	0.0673076923
40	6	0	0.0769230769
45	7	0	0.0865384615
50	8	0	0.0961538462
55	8	0	0.105769231
60	9	0	0.115384615
65	10	0	0.125
70	11	0	0.134615385
75	11	0	0.144230769
80	12	0	0.153846154
85	13	0	0.163461538
90	14	0	0.173076923
95	14	0	0.182692308
100	15	0	0.192307692
105	16	0	0.201923077
110	17	0	0.211538462
115	17	0	0.221153846
120	18	0	0.230769231
125	19	0	0.240384615
130	20	0	0.25
135	20	0	0.259615385
140	21	0	0.269230769
145	22	0	0.278846154
150	23	0	0.288461538
155	23	0	0.298076923
160	24	0	0.307692308
165	25	0	0.317307692
170	25	0	0.326923077
175	26	0	0.336538462
180	27	0	0.346153846
185	28	0	0.355769231
190	28	0	0.365384615
195	29	0	0.375
200	30	0	0.384615385
205	31	0	0.394230769
210	32	0	0.403846154
215	32	0	0.413461538
220	33	0	0.423076923
225	34	0	0.432692308
230	34	0	0.442307692
235	35	0	0.451923077
240	36	0	0.461538462
245	37	0	0.471153846
250	37	0	0.480769231
255	38	0	0.490384615
260	39	0	0.5
265	40	0	0.509615385
270	41	0	0.519230769
275	41	0	0.528846154
280	42	0	0.538461538
285	43	0	0.548076923
290	43	0	0.557692308
295	44	0	0.567307692
300	45	0	0.576923077
305	46	0	0.586538462
310	47	0	0.596153846
315	47	0	0.605769231
320	48	0	0.615384615
325	49	0	0.625
330	50	0	0.634615385
335	50	0	0.644230769
340	51	0	0.653846154
345	52	0	0.663461538
350	53	0	0.673076923
355	53	0	0.682692308
360	54	0	0.692307692
365	55	0	0.701923077
370	56	0	0.711538462
375	56	0	0.721153846
380	57	0	0.730769231
385	58	0	0.740384615
390	59	0	0.75
395	59	0	0.759615385
400	60	0	0.769230769
405	61	0	0.778846154
410	62	0	0.788461538
415	63	0	0.798076923
420	63	0	0.807692308
425	64	0	0.817307692
430	65	0	0.826923077
435	66	0	0.836538462
440	66	0	0.846153846
445	67	0	0.855769231
450	68	0	0.865384615
455	69	0	0.875
460	69	0	0.884615385
465	70	0	0.894230769
470	71	0	0.903846154
475	72	0	0.913461538
480	76	0	0.923076923
485	77	0	0.932692308
490	78	0	0.942307692
495	78	0	0.951923077
500	79	0	0.961538462
505	80	0	0.971153846
510	81	0	0.980769231
515	82	0	0.990384615
520	82	0	1
525	83	0	1.00961538
530	84	0	1.01923077
535	85	0	1.02884615
540	85	0	1.03846154
545	86	0	1.04807692
550	87	0	1.05769231
555	88	0	1.06730769
560	88	0	1.07692308
565	89	0	1.08653846
570	90	0	1.09615385
575	91	0	1.10576923
580	91	0	1.11538462
585	92	0	1.125
590	93	0	1.13461538
595	93	0	1.14423077
600	94	0	1.15384615
605	95	0	1.16346154
