Iteration	CPUTime	PhysTime	Travels
1	3	0	0.0129168965
2	4	0	0.0258337929
3	4	0	0.0387506894
4	4	0	0.0516675859
5	5	0	0.0645844824
6	5	0	0.0775013788
7	5	0	0.0904182753
8	6	0	0.103335172
9	6	0	0.116252068
10	6	0	0.129168965
11	7	0	0.142085861
12	7	0	0.155002758
13	7	0	0.167919654
14	7	0	0.180836551
15	8	0	0.193753447
16	8	0	0.206670344
17	9	0	0.21958724
18	9	0	0.232504137
19	9	0	0.245421033
20	10	0	0.258337929
21	10	0	0.271254826
22	10	0	0.284171722
23	10	0	0.297088619
24	11	0	0.310005515
25	11	0	0.322922412
26	11	0	0.335839308
27	12	0	0.348756205
28	12	0	0.361673101
29	12	0	0.374589998
30	13	0	0.387506894
31	13	0	0.400423791
32	13	0	0.413340687
33	14	0	0.426257584
34	14	0	0.43917448
35	14	0	0.452091377
36	15	0	0.465008273
37	15	0	0.47792517
38	15	0	0.490842066
39	15	0	0.503758962
40	16	0	0.516675859
41	16	0	0.529592755
42	16	0	0.542509652
43	17	0	0.555426548
44	17	0	0.568343445
45	17	0	0.581260341
46	18	0	0.594177238
47	18	0	0.607094134
48	18	0	0.620011031
49	19	0	0.632927927
50	19	0	0.645844824
51	19	0	0.65876172
52	20	0	0.671678617
53	20	0	0.684595513
54	20	0	0.69751241
55	21	0	0.710429306
56	21	0	0.723346203
57	21	0	0.736263099
58	21	0	0.749179995
59	22	0	0.762096892
60	22	0	0.775013788
61	22	0	0.787930685
62	23	0	0.800847581
63	23	0	0.813764478
64	23	0	0.826681374
65	24	0	0.839598271
66	24	0	0.852515167
67	24	0	0.865432064
68	25	0	0.87834896
69	25	0	0.891265857
70	25	0	0.904182753
71	26	0	0.91709965
72	26	0	0.930016546
73	26	0	0.942933443
74	26	0	0.955850339
75	27	0	0.968767236
76	27	0	0.981684132
77	27	0	0.994601028
78	28	0	1.00751792
