Iteration	CPUTime	PhysTime	Travels
1	8	0	0.00897167416
2	9	0	0.0179433483
3	10	0	0.0269150225
4	11	0	0.0358866967
5	12	0	0.0448583708
6	13	0	0.053830045
7	13	0	0.0628017192
8	14	0	0.0717733933
9	15	0	0.0807450675
10	16	0	0.0897167416
11	17	0	0.0986884158
12	17	0	0.10766009
13	18	0	0.116631764
14	19	0	0.125603438
15	20	0	0.134575112
16	21	0	0.143546787
17	21	0	0.152518461
