Iteration	CPUTime	PhysTime	Travels
1	5	0	0.00897264187
2	6	0	0.0179452837
3	7	0	0.0269179256
4	8	0	0.0358905675
5	9	0	0.0448632094
6	9	0	0.0538358512
7	10	0	0.0628084931
8	11	0	0.071781135
9	12	0	0.0807537769
10	12	0	0.0897264187
11	13	0	0.0986990606
12	14	0	0.107671702
13	15	0	0.116644344
14	15	0	0.125616986
15	16	0	0.134589628
16	17	0	0.14356227
17	18	0	0.152534912
18	18	0	0.161507554
19	19	0	0.170480196
20	20	0	0.179452837
21	21	0	0.188425479
22	21	0	0.197398121
23	22	0	0.206370763
24	23	0	0.215343405
25	24	0	0.224316047
26	25	0	0.233288689
27	25	0	0.242261331
28	26	0	0.251233972
29	27	0	0.260206614
30	28	0	0.269179256
31	29	0	0.278151898
32	29	0	0.28712454
33	30	0	0.296097182
34	31	0	0.305069824
35	32	0	0.314042466
36	33	0	0.323015107
37	33	0	0.331987749
38	34	0	0.340960391
39	35	0	0.349933033
40	36	0	0.358905675
41	37	0	0.367878317
42	37	0	0.376850959
43	38	0	0.385823601
44	39	0	0.394796242
45	40	0	0.403768884
46	41	0	0.412741526
47	41	0	0.421714168
48	42	0	0.43068681
49	43	0	0.439659452
50	44	0	0.448632094
51	45	0	0.457604736
52	45	0	0.466577377
53	46	0	0.475550019
54	47	0	0.484522661
55	48	0	0.493495303
56	49	0	0.502467945
57	49	0	0.511440587
58	50	0	0.520413229
59	51	0	0.529385871
60	52	0	0.538358512
61	53	0	0.547331154
62	53	0	0.556303796
63	54	0	0.565276438
64	55	0	0.57424908
65	56	0	0.583221722
66	57	0	0.592194364
67	57	0	0.601167005
68	58	0	0.610139647
69	59	0	0.619112289
70	60	0	0.628084931
71	60	0	0.637057573
72	61	0	0.646030215
73	62	0	0.655002857
74	63	0	0.663975499
75	64	0	0.67294814
76	64	0	0.681920782
77	65	0	0.690893424
78	66	0	0.699866066
79	67	0	0.708838708
80	68	0	0.71781135
81	68	0	0.726783992
82	69	0	0.735756634
83	70	0	0.744729275
84	71	0	0.753701917
85	72	0	0.762674559
86	72	0	0.771647201
87	73	0	0.780619843
88	74	0	0.789592485
89	75	0	0.798565127
90	76	0	0.807537769
91	76	0	0.81651041
92	77	0	0.825483052
93	78	0	0.834455694
94	79	0	0.843428336
95	80	0	0.852400978
96	80	0	0.86137362
97	81	0	0.870346262
98	82	0	0.879318904
99	83	0	0.888291545
100	84	0	0.897264187
101	89	0	0.906236829
102	90	0	0.915209471
103	90	0	0.924182113
104	91	0	0.933154755
105	92	0	0.942127397
106	93	0	0.951100039
107	94	0	0.96007268
108	94	0	0.969045322
109	95	0	0.978017964
110	96	0	0.986990606
111	97	0	0.995963248
112	98	0	1.00493589
113	98	0	1.01390853
114	99	0	1.02288117
115	100	0	1.03185382
116	101	0	1.04082646
117	102	0	1.0497991
118	103	0	1.05877174
119	103	0	1.06774438
120	104	0	1.07671702
121	105	0	1.08568967
122	106	0	1.09466231
123	107	0	1.10363495
124	107	0	1.11260759
125	108	0	1.12158023
126	109	0	1.13055288
127	110	0	1.13952552
128	111	0	1.14849816
129	111	0	1.1574708
130	112	0	1.16644344
131	113	0	1.17541609
132	114	0	1.18438873
133	115	0	1.19336137
134	115	0	1.20233401
135	116	0	1.21130665
136	117	0	1.22027929
137	118	0	1.22925194
138	119	0	1.23822458
139	119	0	1.24719722
140	120	0	1.25616986
141	121	0	1.2651425
142	122	0	1.27411515
143	123	0	1.28308779
144	123	0	1.29206043
145	124	0	1.30103307
146	125	0	1.31000571
147	126	0	1.31897836
148	126	0	1.327951
149	127	0	1.33692364
150	128	0	1.34589628
151	129	0	1.35486892
152	130	0	1.36384156
153	131	0	1.37281421
154	131	0	1.38178685
155	132	0	1.39075949
156	133	0	1.39973213
157	134	0	1.40870477
158	135	0	1.41767742
159	135	0	1.42665006
160	136	0	1.4356227
161	137	0	1.44459534
162	138	0	1.45356798
163	139	0	1.46254063
164	139	0	1.47151327
165	140	0	1.48048591
166	141	0	1.48945855
167	142	0	1.49843119
168	143	0	1.50740383
169	143	0	1.51637648
170	144	0	1.52534912
171	145	0	1.53432176
172	146	0	1.5432944
173	147	0	1.55226704
174	147	0	1.56123969
175	148	0	1.57021233
176	149	0	1.57918497
177	150	0	1.58815761
178	151	0	1.59713025
179	152	0	1.6061029
180	152	0	1.61507554
181	153	0	1.62404818
182	154	0	1.63302082
183	155	0	1.64199346
184	156	0	1.6509661
185	157	0	1.65993875
186	157	0	1.66891139
187	158	0	1.67788403
188	159	0	1.68685667
189	160	0	1.69582931
190	160	0	1.70480196
191	161	0	1.7137746
192	162	0	1.72274724
193	163	0	1.73171988
194	164	0	1.74069252
195	164	0	1.74966517
196	165	0	1.75863781
197	166	0	1.76761045
198	167	0	1.77658309
199	168	0	1.78555573
200	168	0	1.79452837
201	173	0	1.80350102
202	174	0	1.81247366
203	175	0	1.8214463
204	176	0	1.83041894
205	177	0	1.83939158
206	177	0	1.84836423
207	178	0	1.85733687
208	179	0	1.86630951
209	180	0	1.87528215
210	181	0	1.88425479
211	182	0	1.89322744
