Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg),Angular Position (deg)
0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,-1.472703174785809447e-11,0.000000000000000000e+00,-6.703729505235845135e-14
2.500000000000000052e-03,9.986387314761339604e-03,-1.993667976495997265e-02,-4.956487014402761694e-11,0.000000000000000000e+00,-9.863751945266336731e-13
5.000000000000000104e-03,9.928090406007882354e-03,-3.079105903040110781e-02,-2.884446007893863755e-10,0.000000000000000000e+00,5.818341358633208521e-12
7.499999999999999722e-03,9.847812358657687809e-03,-3.256772834569279795e-02,2.815488089669539831e-11,0.000000000000000000e+00,6.298156537981245436e-11
1.000000000000000021e-02,9.768244497798327444e-03,-2.527178109120690672e-02,6.504586316895800612e-11,0.000000000000000000e+00,1.744238411691542907e-10
1.250000000000000069e-02,9.712065562826223755e-03,-8.908054073196482181e-03,8.448962799159542067e-11,0.000000000000000000e+00,3.639570815543989526e-10
1.500000000000000118e-02,9.701942343081361789e-03,1.651886157701088625e-02,-2.182463470760412536e-10,0.000000000000000000e+00,6.693309617180171568e-10
1.750000000000000167e-02,9.760530285392501199e-03,5.100460842706194819e-02,1.359034275940847149e-09,0.000000000000000000e+00,1.139047298277581744e-09
2.000000000000000042e-02,9.910474071491839204e-03,9.454505001759597183e-02,8.299041906058726274e-11,0.000000000000000000e+00,1.752783351641996998e-09
2.249999999999999917e-02,1.017440816271883951e-02,1.471362570504572143e-01,9.448664236150849632e-10,0.000000000000000000e+00,2.600938961964339958e-09
2.499999999999999792e-02,1.057567538492841172e-02,2.059967384510804633e-01,2.207964547855488867e-09,0.000000000000000000e+00,3.725469981387785597e-09
2.749999999999999667e-02,1.112427498931800943e-02,2.653345607215552571e-01,4.044546993347256338e-09,0.000000000000000000e+00,5.160951434350512187e-09
2.999999999999999542e-02,1.182139818560135752e-02,3.249860538498733353e-01,6.401404663653649649e-09,0.000000000000000000e+00,6.871883332532384287e-09
3.249999999999999417e-02,1.266782711609848629e-02,3.849477077981731665e-01,3.355140938218410649e-09,0.000000000000000000e+00,8.868292758409530288e-09
3.499999999999999639e-02,1.366433525128282409e-02,4.452161914999922532e-01,-2.584256177993969006e-09,0.000000000000000000e+00,1.125590591948905496e-08
3.749999999999999861e-02,1.481168783286704663e-02,5.057883452815320480e-01,-8.885692725236405935e-10,0.000000000000000000e+00,1.419619019466292939e-08
4.000000000000000083e-02,1.611064229798367387e-02,5.666611734288401481e-01,-5.800140584440267777e-09,0.000000000000000000e+00,1.771947300876237380e-08
4.250000000000000305e-02,1.756194868500783948e-02,6.278318369286516321e-01,-5.537426472541025395e-09,0.000000000000000000e+00,2.199543810579559310e-08
4.500000000000000527e-02,1.916635002119340681e-02,6.892976464045105223e-01,1.773705209694700904e-09,0.000000000000000000e+00,2.707940094820777597e-08
4.750000000000000749e-02,2.092458269277674282e-02,7.510560550937015467e-01,7.350016829656946240e-09,0.000000000000000000e+00,3.293221174845664031e-08
5.000000000000000971e-02,2.283737679768876525e-02,8.131046520667909450e-01,8.959416728722926787e-09,0.000000000000000000e+00,3.953619450463507836e-08
5.250000000000001193e-02,2.490545572804891278e-02,8.754239971207024018e-01,1.681538742845249490e-08,0.000000000000000000e+00,4.699495468243576142e-08
5.500000000000001416e-02,2.712947566528718310e-02,9.379902810541425051e-01,1.421989030486266797e-08,0.000000000000000000e+00,5.526980393415269264e-08
5.750000000000001638e-02,2.951004885208928161e-02,1.000794270005823439e+00,3.045363390816144702e-09,0.000000000000000000e+00,6.445665267670793683e-08
6.000000000000001860e-02,3.204776417319094711e-02,1.063826240225099529e+00,-5.468651331381520726e-09,0.000000000000000000e+00,7.480784066361072121e-08
6.250000000000001388e-02,3.474318592205875161e-02,1.127075962599892955e+00,-1.074128833228895645e-08,0.000000000000000000e+00,8.654472583119053940e-08
6.500000000000001610e-02,3.759685252865758998e-02,1.190532686905323434e+00,2.226766338419175778e-08,0.000000000000000000e+00,9.977702036281899305e-08
6.750000000000001832e-02,4.060927524769603753e-02,1.254185126244802939e+00,-2.668509845413338795e-09,0.000000000000000000e+00,1.143392310069092145e-07
7.000000000000002054e-02,4.378093680828759604e-02,1.318021441589423359e+00,-5.715389911721307704e-10,0.000000000000000000e+00,1.305581984924251983e-07
7.250000000000002276e-02,4.711229002485320394e-02,1.382029226033637537e+00,2.933677955765410565e-08,0.000000000000000000e+00,1.486453848084663546e-07
7.500000000000002498e-02,5.060375636846276698e-02,1.446195489180737592e+00,1.603454134831130369e-08,0.000000000000000000e+00,1.684444208541514760e-07
7.750000000000002720e-02,5.425572449936995334e-02,1.510506642025467805e+00,1.547284892835557484e-09,0.000000000000000000e+00,1.901722861352728779e-07
8.000000000000002942e-02,5.806854876210835320e-02,1.574948481724825156e+00,-8.525762231769949315e-09,0.000000000000000000e+00,2.140563071302541555e-07
8.250000000000003164e-02,6.204254764224060442e-02,1.639506176626369882e+00,2.314986588394051417e-08,0.000000000000000000e+00,2.404352508093979786e-07
8.500000000000003386e-02,6.617800218607623741e-02,1.704164251530592589e+00,4.244699743545335018e-08,0.000000000000000000e+00,2.691708003297922361e-07
8.750000000000003608e-02,7.047515438326078241e-02,1.768906573345262023e+00,9.432169238945953891e-08,0.000000000000000000e+00,3.003340943688623788e-07
9.000000000000003830e-02,7.493420551447743660e-02,1.833716337250200779e+00,6.528463827700150778e-08,0.000000000000000000e+00,3.336347626837192441e-07
9.250000000000004052e-02,7.955531446433386500e-02,1.898576053007354325e+00,6.366977131663792599e-08,0.000000000000000000e+00,3.694541961478368859e-07
9.500000000000004274e-02,8.433859599977658328e-02,1.963467531896396112e+00,1.023725350683459836e-07,0.000000000000000000e+00,4.080860489319521370e-07
9.750000000000004496e-02,8.928411901747596024e-02,2.028371874640412464e+00,8.357824612136216735e-08,0.000000000000000000e+00,4.492495483368769452e-07
1.000000000000000472e-01,9.439190476029865606e-02,2.093269459636251550e+00,5.962446879986139989e-08,0.000000000000000000e+00,4.934187408165662467e-07
1.025000000000000494e-01,9.966192771126142214e-02,2.158191873984067310e+00,5.374304476001953661e-08,0.000000000000000000e+00,5.407616823548418941e-07
1.050000000000000516e-01,1.050942955135479029e-01,2.223177381851904943e+00,8.351720161630407804e-08,0.000000000000000000e+00,5.915564595946676373e-07
1.075000000000000538e-01,1.106891601751160831e-01,2.288215853044862858e+00,1.092200337839782085e-07,0.000000000000000000e+00,6.457568497558518472e-07
1.100000000000000561e-01,1.164466483520979201e-01,2.353297111374377693e+00,2.021442904403655272e-07,0.000000000000000000e+00,7.035435080727870022e-07
1.125000000000000583e-01,1.223668612343285639e-01,2.418410935257489847e+00,1.677065433347084745e-07,0.000000000000000000e+00,7.642842734060449906e-07
1.150000000000000605e-01,1.284498744319746699e-01,2.483547058884107983e+00,1.253173174227587976e-07,0.000000000000000000e+00,8.284088117104701324e-07
1.175000000000000627e-01,1.346957378657641369e-01,2.548695173297977679e+00,2.058131315865903173e-07,0.000000000000000000e+00,8.962660691920878543e-07
1.200000000000000649e-01,1.411044756599966199e-01,2.613844927841655785e+00,1.311714611526418836e-07,0.000000000000000000e+00,9.676693608034711974e-07
