Iteration	CPUTime	PhysTime	Travels
1	4	0	0.0129074085
2	4	0	0.025814817
3	5	0	0.0387222255
4	6	0	0.051629634
5	7	0	0.0645370425
6	8	0	0.0774444511
7	8	0	0.0903518596
8	9	0	0.103259268
9	10	0	0.116166677
10	11	0	0.129074085
11	11	0	0.141981494
12	12	0	0.154888902
13	13	0	0.167796311
14	14	0	0.180703719
15	14	0	0.193611128
16	15	0	0.206518536
17	16	0	0.219425945
18	17	0	0.232333353
19	17	0	0.245240762
20	18	0	0.25814817
21	19	0	0.271055579
22	20	0	0.283962987
23	20	0	0.296870396
24	21	0	0.309777804
25	22	0	0.322685213
26	23	0	0.335592621
27	23	0	0.34850003
28	24	0	0.361407438
29	25	0	0.374314847
30	26	0	0.387222255
31	26	0	0.400129664
32	27	0	0.413037072
33	28	0	0.425944481
34	29	0	0.438851889
35	29	0	0.451759298
36	30	0	0.464666706
37	31	0	0.477574115
38	32	0	0.490481523
39	32	0	0.503388932
40	33	0	0.51629634
41	34	0	0.529203749
42	34	0	0.542111157
43	35	0	0.555018566
44	36	0	0.567925974
45	37	0	0.580833383
46	38	0	0.593740791
47	38	0	0.6066482
48	39	0	0.619555608
49	40	0	0.632463017
50	41	0	0.645370425
51	41	0	0.658277834
52	42	0	0.671185242
53	43	0	0.684092651
54	44	0	0.697000059
55	45	0	0.709907468
56	45	0	0.722814876
57	46	0	0.735722285
58	47	0	0.748629693
59	47	0	0.761537102
60	48	0	0.774444511
61	49	0	0.787351919
62	50	0	0.800259328
63	50	0	0.813166736
64	51	0	0.826074145
65	52	0	0.838981553
66	53	0	0.851888962
67	53	0	0.86479637
68	54	0	0.877703779
69	55	0	0.890611187
70	56	0	0.903518596
71	56	0	0.916426004
72	57	0	0.929333413
73	58	0	0.942240821
74	59	0	0.95514823
75	59	0	0.968055638
76	60	0	0.980963047
77	61	0	0.993870455
78	62	0	1.00677786
