Goal Name,Unit,Value,Averaged Value,Minimum Value,Maximum Value,Progress [%],Use In Convergence,Delta,Criteria
GG Average Dynamic Pressure 1,[Pa],"15639,149155487","15730,4734829056","15639,149155487","15844,7200365258",100,Yes,"205,570881038768","248,287616369014"
GG Average Mach Number 2,[ ],"0,456020319659498","0,458338443815656","0,456020319659498","0,461309119629154",100,Yes,"0,00528879996965548","0,00536425994868386"
GG Force 3,[N],"568,254972640257","568,027751450637","567,523795023324","568,254972640257",100,Yes,"0,597253180254143","2,55738413378797"
GG Force (X) 4,[N],"-6,60355332642985","-6,53554805910702","-6,60355332642985","-6,42028527660151",100,Yes,"0,183268049828341","0,691036755544862"
GG Force (Y) 5,[N],"-568,209080994397","-567,980247425639","-568,209080994397","-567,474808439925",100,Yes,"0,601537136626462","2,37149867193742"
GG Force (Z) 6,[N],"2,92357475475382","3,34280820373769","2,92357475475382","3,79204967184356",100,Yes,"0,868474917089741","5,83475916386005"
GG Average Shear Stress 7,[Pa],"25,7883339395345","26,1461673670662","25,7731608014242","26,6467634801289",100,Yes,"0,873602678704682","3,38112965543699"
GG Average Shear Stress (X) 8,[Pa],"1,05886009107158","0,999241506239736","0,963533851204572","1,06262419580638",100,Yes,"0,0990903446018028","0,171470029833168"
GG Average Shear Stress (Y) 9,[Pa],"2,08526466269706","2,12212405259093","2,08526466269706","2,15112611724384",100,Yes,"0,0431654086791333","0,313093960203165"
GG Average Shear Stress (Z) 10,[Pa],"24,4065458098712","24,810564309715","24,4065458098712","25,3115842639073",100,Yes,"0,905038454036106","3,24178961107593"
