Goal Name,Unit,Value,Averaged Value,Minimum Value,Maximum Value,Progress [%],Use In Convergence,Delta,Criteria
GG Average Dynamic Pressure 1,[Pa],17845.4332308241,17810.9161015838,17752.9131260683,17845.4332308241,100,Yes,92.5201047557566,92.5871941320473
GG Average Mach Number 2,[ ],0.493440156164286,0.49301629566119,0.492246325982005,0.493440156164286,100,Yes,0.00119383018228081,0.00150434667363923
GG Force 3,[N],947.022457961879,947.61811312867,947.022457961879,948.213685299444,100,Yes,1.19122733756524,3.3420481045799
GG Force (X) 4,[N],20.0284022311624,19.9214692608833,19.8117032568135,20.0727959820043,100,Yes,0.261092725190718,2.30811443129584
GG Force (Y) 5,[N],-946.808580089693,-947.405516093866,-947.996608722827,-946.808580089693,100,Yes,1.18802863313363,3.14239256801346
GG Force (Z) 6,[N],-1.97779087991173,-2.43688909823079,-2.95054243111872,-1.97779087991173,100,Yes,0.972751551206989,11.4190729997933
GG Average Shear Stress 7,[Pa],29.176128317365,29.2928384501381,29.148245209425,29.3671172028764,100,Yes,0.0495295308489396,2.44045277948346
GG Average Shear Stress (X) 8,[Pa],2.68034592078613,2.66039096360236,2.62217978445348,2.68584805394691,100,Yes,0.0636682694934247,0.230122995162229
GG Average Shear Stress (Y) 9,[Pa],0.87850394566104,0.887433206264898,0.874720664259161,0.91422138974051,100,Yes,0.0395007254813496,0.14660423852571
GG Average Shear Stress (Z) 10,[Pa],-27.8213846878711,-27.6811161882986,-27.8213846878711,-27.4923862522871,100,Yes,0.225724451218813,2.40352792585542
