Goal Name,Unit,Value,Averaged Value,Minimum Value,Maximum Value,Progress [%],Use In Convergence,Delta,Criteria
GG Average Dynamic Pressure 1,[Pa],64753.9045757018,64793.2477875841,64753.9045757018,64834.8238918884,100,Yes,40.5012062584865,559.652541173735
GG Average Mach Number 2,[ ],0.936225824569705,0.93728761472946,0.936225824569705,0.93838631237688,100,Yes,0.0017450328894264,0.00561980879093828
GG Force 3,[N],976.690509896404,976.064407801784,975.431987966848,976.690509896404,100,Yes,1.25852192955551,5.74030149377475
GG Force (X) 4,[N],17.8627524255117,17.7585535800582,17.5522492642067,17.8804348768437,100,Yes,0.328185612636997,0.330648261550735
GG Force (Y) 5,[N],-976.329568621492,-975.692753357389,-976.329568621492,-975.048035879116,100,Yes,1.28153274237582,5.13990462807543
GG Force (Z) 6,[N],-19.6430046798554,-20.2436373781011,-20.9954619620985,-19.6430046798554,100,Yes,1.35245728224314,20.6473725067976
GG Average Shear Stress 7,[Pa],97.6076309861585,97.9461799558007,97.561594249756,98.2312286317445,100,Yes,0.669634381988516,7.70690357211788
GG Average Shear Stress (X) 8,[Pa],0.674951884825033,0.666336804119818,0.618102220569177,0.69966354959399,100,Yes,0.0815613290248133,0.0830720586604849
GG Average Shear Stress (Y) 9,[Pa],1.96014250104883,1.96788388905216,1.94231622499779,1.99387057373963,100,Yes,0.0194666135543824,0.392209080396123
GG Average Shear Stress (Z) 10,[Pa],-94.9826401826885,-94.8501928152904,-95.1493133820381,-94.5139976820786,100,Yes,0.360570324621008,7.50106034326989
