Goal Name,Unit,Value,Averaged Value,Minimum Value,Maximum Value,Progress [%],Use In Convergence,Delta,Criteria
GG Average Dynamic Pressure 1,[Pa],64075.8024507166,64162.538883015,64011.5313797533,64556.3757553043,100,Yes,544.844375550987,701.408209659494
GG Average Mach Number 2,[ ],0.934174744660269,0.936154433598629,0.934174744660269,0.940710727607644,100,Yes,0.0065359829473759,0.00680560957388142
GG Force 3,[N],968.380525644581,966.540322744401,963.147862076787,968.380525644581,100,Yes,5.23266356779493,6.8144394404083
GG Force (X) 4,[N],22.4094930764997,21.8387565854975,21.0850335710153,22.6267301065391,100,Yes,1.54169653552381,1.61396117420699
GG Force (Y) 5,[N],-967.938425942331,-966.059444258951,-967.938425942331,-962.516651737293,100,Yes,5.42177420503731,6.06341224179783
GG Force (Z) 6,[N],-18.8111842267704,-21.1797475861784,-26.5241481710589,-18.8111842267704,100,Yes,7.71296394428849,22.1688883378843
GG Average Shear Stress 7,[Pa],98.1986839883494,99.2205408735507,98.080823242724,100.840649338606,100,Yes,2.75982609588189,8.80529237798344
GG Average Shear Stress (X) 8,[Pa],3.15388754172444,3.48685368138562,3.15388754172444,3.94417901781872,100,Yes,0.354044776436156,0.386691005231463
GG Average Shear Stress (Y) 9,[Pa],1.63805494613337,1.67330905602995,1.59205307674138,1.78883128334322,100,Yes,0.0770940470778714,0.396728598648691
GG Average Shear Stress (Z) 10,[Pa],-93.7161819621413,-94.5098747763686,-96.2051810908671,-93.5709722873719,100,Yes,2.63420880349518,8.59192458386799
