Goal Name,Unit,Value,Averaged Value,Minimum Value,Maximum Value,Progress [%],Use In Convergence,Delta,Criteria
GG Average Dynamic Pressure 1,[Pa],229631.552150415,230327.781049204,229631.552150415,231597.522331018,100,Yes,1965.97018060266,7508.88764871113
GG Average Mach Number 2,[ ],1.76442893929832,1.77528265898056,1.76442893929832,1.79239205406394,100,Yes,0.0279631147656192,0.0321630962510591
GG Force 3,[N],619.008453098539,615.174609268896,609.088354872555,619.008453098539,100,Yes,9.92009822598368,10.6809237181473
GG Force (X) 4,[N],7.3381967035233,6.98112756805779,6.65644069273044,7.3381967035233,100,Yes,0.681756010792864,1.81671125075664
GG Force (Y) 5,[N],-614.521694422851,-610.36606605723,-614.521694422851,-603.703959461521,100,Yes,8.46452658232306,9.75801848854123
GG Force (Z) 6,[N],74.0317699386831,76.4188372821777,74.0317699386831,81.0478900005244,100,Yes,7.01612006184132,18.5548094693412
GG Average Shear Stress 7,[Pa],288.627864738826,293.383003534844,288.627864738826,302.700020195078,100,Yes,14.0721554562519,32.5359386521548
GG Average Shear Stress (X) 8,[Pa],6.85468525184784,7.00083327635548,6.83560415085416,7.20764782071405,100,Yes,0.372043669859886,1.88857393032834
GG Average Shear Stress (Y) 9,[Pa],17.8193181335153,17.83867340335,17.6836831359575,18.3241435730467,100,Yes,0.640460437089228,2.7802017717719
GG Average Shear Stress (Z) 10,[Pa],272.560742101904,278.150719753259,272.560742101904,285.653960134002,100,Yes,13.0932180320975,31.4111546634944
