Goal Name,Unit,Value,Averaged Value,Minimum Value,Maximum Value,Progress [%],Use In Convergence,Delta,Criteria
GG Average Dynamic Pressure 1,[Pa],232651.712947217,233260.216046447,232651.712947217,234318.232597531,100,Yes,1666.51965031461,7042.05399058312
GG Average Mach Number 2,[ ],1.7643028564343,1.77374313028877,1.7643028564343,1.7885040082364,100,Yes,0.0242011518020926,0.0320633445452932
GG Force 3,[N],623.904564983778,621.415422070496,615.23156145796,623.904564983778,100,Yes,8.67300352581867,10.6569351126005
GG Force (X) 4,[N],-12.0500142576087,-12.2151145807164,-12.5129196850243,-11.8333109179514,100,Yes,0.328375734515694,0.44126863961915
GG Force (Y) 5,[N],-619.8207879965,-617.132464130549,-619.8207879965,-610.692093472112,100,Yes,8.88870239165271,10.0646412565337
GG Force (Z) 6,[N],70.2416837169097,71.7924749804019,70.2416837169097,73.6370136935581,100,Yes,3.39532997664838,19.7427606404078
GG Average Shear Stress 7,[Pa],298.227795122767,300.46113920185,297.054416466175,307.363842389019,100,Yes,10.3094259228433,31.3680869071198
GG Average Shear Stress (X) 8,[Pa],0.398627625445101,0.304533894065248,-0.289160071845413,0.586811528497891,100,Yes,0.398494078445076,0.401962100039227
GG Average Shear Stress (Y) 9,[Pa],18.2293060632784,18.3095777617703,18.0742618306571,18.5544373678676,100,Yes,0.48017553721046,3.1787316695069
GG Average Shear Stress (Z) 10,[Pa],275.953914690301,283.079694168779,274.565340560001,290.993709837334,100,Yes,16.4283692773326,30.8396280776141
