Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.906005123564487036e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997841339709481e+00,-1.580008985668798467e-03,9.811499832225639040e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.000000231461523015e+01,1.326402027659571298e-02,9.716516262848188035e+00,0.000000000000000000e+00
3.000000000000000062e-03,1.000002984444972753e+01,4.453325807069936915e-02,9.621085841306555864e+00,0.000000000000000000e+00
4.000000000000000083e-03,1.000009685649950519e+01,9.222860041552470578e-02,9.525238892399707780e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.000021977731834788e+01,1.563509462805425798e-01,9.429004302450650243e+00,0.000000000000000000e+00
6.000000000000000125e-03,1.000041503436053070e+01,2.369011976906846839e-01,9.332408720740748009e+00,0.000000000000000000e+00
7.000000000000000146e-03,1.000069792647007638e+01,3.304917352238886386e-01,9.235477868265157042e+00,0.000000000000000000e+00
8.000000000000000167e-03,1.000107923547779798e+01,4.337352133931298703e-01,9.138237129260579295e+00,0.000000000000000000e+00
9.000000000000001055e-03,1.000156861498297012e+01,5.466329500632656213e-01,9.040710730584432753e+00,0.000000000000000000e+00
1.000000000000000194e-02,1.000217571990449805e+01,6.691862666346588551e-01,8.942921727790709596e+00,0.000000000000000000e+00
1.100000000000000283e-02,1.000291020648446327e+01,8.013964880609539820e-01,8.844892244752465160e+00,0.000000000000000000e+00
1.200000000000000372e-02,1.000378038721320451e+01,9.392296651473325264e-01,8.746645883078679518e+00,0.000000000000000000e+00
1.300000000000000461e-02,1.000478919525927424e+01,1.078651176044766347e+00,8.648207106319210524e+00,0.000000000000000000e+00
1.400000000000000550e-02,1.000593821911737180e+01,1.219661343464593761e+00,8.549600459873229141e+00,0.000000000000000000e+00
1.500000000000000638e-02,1.000722904760779564e+01,1.362260495980437414e+00,8.450850552680297056e+00,0.000000000000000000e+00
1.600000000000000727e-02,1.000866326988258415e+01,1.506448968596990845e+00,8.351982038200683078e+00,0.000000000000000000e+00
1.700000000000000816e-02,1.001024247543224632e+01,1.652227103356048943e+00,8.253019596899013877e+00,0.000000000000000000e+00
1.800000000000000905e-02,1.001196825409311586e+01,1.799595249980197043e+00,8.153987917983229750e+00,0.000000000000000000e+00
1.900000000000000994e-02,1.001384219605537673e+01,1.948553766557133304e+00,8.054911681636870213e+00,0.000000000000000000e+00
2.000000000000001082e-02,1.001586589187178156e+01,2.099103020265555397e+00,7.955815542096598136e+00,0.000000000000000000e+00
2.100000000000001171e-02,1.001804093246712668e+01,2.251243388144766655e+00,7.856724109270972534e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.002036890914851419e+01,2.404975257909784503e+00,7.757662154836892476e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.002285110367968457e+01,2.559369205504580691e+00,7.658655459323207459e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.002548755835791106e+01,2.713495537936054802e+00,7.559729761807102655e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.002827800552173088e+01,2.867354177715864427e+00,7.460910584637513665e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.003122217749958089e+01,3.020945176544670208e+00,7.362223421716241667e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.003431980668321266e+01,3.174268600898259685e+00,7.263693705816731239e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.003757062553409440e+01,3.327324523765242237e+00,7.165346772336178560e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.004097436659003506e+01,3.480113024881059225e+00,7.067207829620300252e+00,0.000000000000000000e+00
3.000000000000001971e-02,1.004453076247204812e+01,3.632634190959217690e+00,6.969301924196793507e+00,0.000000000000000000e+00
3.100000000000002059e-02,1.004823954589144819e+01,3.784888115921285490e+00,6.871653914913108174e+00,0.000000000000000000e+00
3.200000000000002148e-02,1.005210044965716776e+01,3.936874901124163717e+00,6.774288442058737481e+00,0.000000000000000000e+00
3.300000000000002237e-02,1.005611320668330677e+01,4.088594655582001636e+00,6.677229901864147443e+00,0.000000000000000000e+00
3.400000000000002326e-02,1.006027754999690238e+01,4.240047496186308607e+00,6.580502420253829143e+00,0.000000000000000000e+00
