Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.889567932103330961e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997841340416471e+00,-1.580006216587778430e-03,9.782489760792858036e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.000000231462589895e+01,1.326404072540271657e-02,9.678680426061211151e+00,0.000000000000000000e+00
3.000000000000000062e-03,1.000002984449874610e+01,4.453331799588707701e-02,9.578057475032245804e+00,0.000000000000000000e+00
4.000000000000000083e-03,1.000009685663673054e+01,9.222871951726786810e-02,9.480540498386524462e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.000021977760878400e+01,1.563511338078449331e-01,9.386050547485634610e+00,0.000000000000000000e+00
6.000000000000000125e-03,1.000041503486991523e+01,2.369014445857777207e-01,9.294509066345780113e+00,0.000000000000000000e+00
7.000000000000000146e-03,1.000069792724280937e+01,3.304920066417445512e-01,9.205838925383190485e+00,0.000000000000000000e+00
8.000000000000000167e-03,1.000107923650750763e+01,4.337354414353714049e-01,9.119964646523579077e+00,0.000000000000000000e+00
9.000000000000001055e-03,1.000156861617584880e+01,5.466330265506433861e-01,9.036811254750611866e+00,0.000000000000000000e+00
1.000000000000000194e-02,1.000217572103537833e+01,6.691860357813403937e-01,8.956303895376263924e+00,0.000000000000000000e+00
1.100000000000000283e-02,1.000291020714543144e+01,8.013957388551826710e-01,8.878367887006781700e+00,0.000000000000000000e+00
1.200000000000000372e-02,1.000378038675436088e+01,9.392281232523918000e-01,8.802931413117510928e+00,0.000000000000000000e+00
1.300000000000000461e-02,1.000478919272125999e+01,1.078648495448692124e+00,8.729924582305942593e+00,0.000000000000000000e+00
1.400000000000000550e-02,1.000593821315528054e+01,1.219657097536920087e+00,8.659278436722468442e+00,0.000000000000000000e+00
1.500000000000000638e-02,1.000722903640581052e+01,1.362254167874478616e+00,8.590924750354599126e+00,0.000000000000000000e+00
1.600000000000000727e-02,1.000866325105865684e+01,1.506439940908242514e+00,8.524795818387863378e+00,0.000000000000000000e+00
1.700000000000000816e-02,1.001024244593202539e+01,1.652214646940255882e+00,8.460824235641707602e+00,0.000000000000000000e+00
1.800000000000000905e-02,1.001196821007222937e+01,1.799578511839343031e+00,8.398942664403820757e+00,0.000000000000000000e+00
1.900000000000000994e-02,1.001384213274910095e+01,1.948531756705341733e+00,8.339083590024415571e+00,0.000000000000000000e+00
2.000000000000001082e-02,1.001586580345102817e+01,2.099074597493753025e+00,8.281179064465831630e+00,0.000000000000000000e+00
2.100000000000001171e-02,1.001804081187961692e+01,2.251207244610793357e+00,8.225160437794741597e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.002036874794392851e+01,2.404929902491613536e+00,8.170958603065278325e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.002285089181746081e+01,2.559312945759500302e+00,8.118505658565270622e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.002548728401786882e+01,2.713426536069867279e+00,8.067733473696337754e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.002827765503081636e+01,2.867270549807146907e+00,8.018572930471691507e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.003122173521577487e+01,3.020844858201606087e+00,7.970953683896303765e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.003431925480089504e+01,3.174149327414407473e+00,7.924803925023099715e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.003756994387804191e+01,3.327183818753602917e+00,7.880050154275815899e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.004097353239811419e+01,3.479948189062528119e+00,7.836616969686210687e+00,0.000000000000000000e+00
