Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.987758576557006052e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997841339141047e+00,-1.580011260942319707e-03,9.975523085880109164e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.000000231460609967e+01,1.326400186120213660e-02,9.963291641034434321e+00,0.000000000000000000e+00
3.000000000000000062e-03,1.000002984440245690e+01,4.453319376142937658e-02,9.951056781924176420e+00,0.000000000000000000e+00
4.000000000000000083e-03,1.000009685634562651e+01,9.222844164641751108e-02,9.938801518535205659e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.000021977692990482e+01,1.563506219089435545e-01,9.926495400658337687e+00,0.000000000000000000e+00
6.000000000000000125e-03,1.000041503352503192e+01,2.369006087524080373e-01,9.914092636779560763e+00,0.000000000000000000e+00
7.000000000000000146e-03,1.000069792485919251e+01,3.304907476438262437e-01,9.901538632794176564e+00,0.000000000000000000e+00
8.000000000000000167e-03,1.000107923260800469e+01,4.337336493062983744e-01,9.888765650500307203e+00,0.000000000000000000e+00
9.000000000000001055e-03,1.000156861016678178e+01,5.466305775461723915e-01,9.875696013860050471e+00,0.000000000000000000e+00
1.000000000000000194e-02,1.000217571219055301e+01,6.691827877451881346e-01,9.862239357539881013e+00,0.000000000000000000e+00
1.100000000000000283e-02,1.000291019458494901e+01,8.013915255247892055e-01,9.848300936748554335e+00,0.000000000000000000e+00
1.200000000000000372e-02,1.000378036941771143e+01,9.392227493397784510e-01,9.833803664300651448e+00,0.000000000000000000e+00
1.300000000000000461e-02,1.000478916933883689e+01,1.078641738666323180e+00,9.818681456397836627e+00,0.000000000000000000e+00
1.400000000000000550e-02,1.000593818222267473e+01,1.219648710808246550e+00,9.802874997458507877e+00,0.000000000000000000e+00
1.500000000000000638e-02,1.000722899615990258e+01,1.362243881256113953e+00,9.786333805389295648e+00,0.000000000000000000e+00
1.600000000000000727e-02,1.000866319945611238e+01,1.506427464461411070e+00,9.769018240372469464e+00,0.000000000000000000e+00
1.700000000000000816e-02,1.001024238063109095e+01,1.652199674463774137e+00,9.750900061036158917e+00,0.000000000000000000e+00
1.800000000000000905e-02,1.001196812841867256e+01,1.799560725381518234e+00,9.731962832309905664e+00,0.000000000000000000e+00
1.900000000000000994e-02,1.001384203176700538e+01,1.948510831780444486e+00,9.712202631950043852e+00,0.000000000000000000e+00
2.000000000000001082e-02,1.001586567983971321e+01,2.099050210378282433e+00,9.691631306238667420e+00,0.000000000000000000e+00
2.100000000000001171e-02,1.001804066201678367e+01,2.251179076347816110e+00,9.670107967058610754e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.002036856789382391e+01,2.404897646603773698e+00,9.646977242612363668e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.002285067734717572e+01,2.559276315716797701e+00,9.623022747648496633e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.002548703062217683e+01,2.713385275686325482e+00,9.598233421286096245e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.002827735796741848e+01,2.867224442356573810e+00,9.572600661019995627e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.003122138954843301e+01,3.020793733738335707e+00,9.546118053374719636e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.003431885544977575e+01,3.174093069836862124e+00,9.518781138184801094e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.003756948567693463e+01,3.327122372485960433e+00,9.490587202693772539e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.004097301015807986e+01,3.479881565191438764e+00,9.461535101791177738e+00,0.000000000000000000e+00
3.000000000000001971e-02,1.004452915874566266e+01,3.632370572985577084e+00,9.431625101032604874e+00,0.000000000000000000e+00
3.100000000000002059e-02,1.004823766121787365e+01,3.784589322293322677e+00,9.400858739372637274e+00,0.000000000000000000e+00
3.200000000000002148e-02,1.005209824727997159e+01,3.936537740810261088e+00,9.369238708907365876e+00,0.000000000000000000e+00
3.300000000000002237e-02,1.005611064656550191e+01,4.088215757391993499e+00,9.336768749306685322e+00,0.000000000000000000e+00
3.400000000000002326e-02,1.006027458863740343e+01,4.239623301954305035e+00,9.303453554844281825e+00,0.000000000000000000e+00
3.500000000000002415e-02,1.006458980298902262e+01,4.390760305383371254e+00,9.269298692294706044e+00,0.000000000000000000e+00
3.600000000000002504e-02,1.006905601904504266e+01,4.541626699455197702e+00,9.234310528146693287e+00,0.000000000000000000e+00
3.700000000000002592e-02,1.007367296616233787e+01,4.692222416763470960e+00,9.198496163899850586e+00,0.000000000000000000e+00
3.800000000000002681e-02,1.007844037363075707e+01,4.842547390655029815e+00,9.161863378256526858e+00,0.000000000000000000e+00
3.900000000000002770e-02,1.008335797067385009e+01,4.992601555172196726e+00,9.124420575310976389e+00,0.000000000000000000e+00
4.000000000000002859e-02,1.008842548644953396e+01,5.142384845001274130e+00,9.086176737923720381e+00,0.000000000000000000e+00
4.100000000000002948e-02,1.009364265005071282e+01,5.291897195426550127e+00,9.047141385561404903e+00,0.000000000000000000e+00
4.200000000000003036e-02,1.009900919050586054e+01,5.441138542289235325e+00,9.007324535891621409e+00,0.000000000000000000e+00
4.300000000000003125e-02,1.010452483677948443e+01,5.590108821698097863e+00,8.966736666789412169e+00,0.000000000000000000e+00
4.400000000000003214e-02,1.011018931777213403e+01,5.738807969782633300e+00,8.925388684816452312e+00,0.000000000000000000e+00
4.500000000000003303e-02,1.011600236232094829e+01,5.887235923572482932e+00,8.883291899033272543e+00,0.000000000000000000e+00
4.600000000000003392e-02,1.012196369920033057e+01,6.035392620523080787e+00,8.840457572857939539e+00,0.000000000000000000e+00
4.700000000000003481e-02,1.012807312454172148e+01,6.183480259444251281e+00,8.796895624960383131e+00,0.000000000000000000e+00
4.800000000000003569e-02,1.013433070411445058e+01,6.331701084058684259e+00,8.752615901027549938e+00,0.000000000000000000e+00
4.900000000000003658e-02,1.014073657110681737e+01,6.480055099608651226e+00,8.707628590733948570e+00,0.000000000000000000e+00
5.000000000000003747e-02,1.014729085871259606e+01,6.628542312379133605e+00,8.661944211298715501e+00,0.000000000000000000e+00
5.100000000000003836e-02,1.015399370013519587e+01,6.777162736010737376e+00,8.615573591924228225e+00,0.000000000000000000e+00
5.200000000000003925e-02,1.016084522859370054e+01,6.925916386838547822e+00,8.568527859120420587e+00,0.000000000000000000e+00
5.300000000000004013e-02,1.016784557732309757e+01,7.074803280291112273e+00,8.520818422599232278e+00,0.000000000000000000e+00
5.400000000000004102e-02,1.017499487957335269e+01,7.223823430909421361e+00,8.472456961864448743e+00,0.000000000000000000e+00
5.500000000000004191e-02,1.018229326860855899e+01,7.372976852413716919e+00,8.423455413372607836e+00,0.000000000000000000e+00
5.600000000000004280e-02,1.018974087770614290e+01,7.522263557763301023e+00,8.373825958117413037e+00,0.000000000000000000e+00
