Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.946185206676068091e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997841339178350e+00,-1.580011119388065061e-03,9.892715773463812923e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.000000231460662903e+01,1.326400288556050210e-02,9.839588837855890446e+00,0.000000000000000000e+00
3.000000000000000062e-03,1.000002984440502196e+01,4.453319710902797074e-02,9.786800395906189109e+00,0.000000000000000000e+00
4.000000000000000083e-03,1.000009685635361123e+01,9.222844961943160724e-02,9.734344500489298113e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.000021977694966857e+01,1.563506383355962870e-01,9.682212482569465095e+00,0.000000000000000000e+00
6.000000000000000125e-03,1.000041503356817252e+01,2.369006406800045206e-01,9.630392180555752191e+00,0.000000000000000000e+00
7.000000000000000146e-03,1.000069792494722343e+01,3.304908084685068692e-01,9.578869343887777887e+00,0.000000000000000000e+00
8.000000000000000167e-03,1.000107923278062039e+01,4.337337627141572560e-01,9.527627687072447671e+00,0.000000000000000000e+00
9.000000000000001055e-03,1.000156861049450008e+01,5.466307823956386702e-01,9.476648115949933171e+00,0.000000000000000000e+00
1.000000000000000194e-02,1.000217571279271134e+01,6.691831438303651458e-01,9.425908547986512787e+00,0.000000000000000000e+00
1.100000000000000283e-02,1.000291019565374029e+01,8.013921198176001681e-01,9.375384793152120366e+00,0.000000000000000000e+00
1.200000000000000372e-02,1.000378037124821162e+01,9.392237009675259429e-01,9.325055254896104984e+00,0.000000000000000000e+00
1.300000000000000461e-02,1.000478917236093146e+01,1.078643197761119277e+00,9.274899313157410674e+00,0.000000000000000000e+00
1.400000000000000550e-02,1.000593818703140059e+01,1.219650857429263269e+00,9.224896253403747082e+00,0.000000000000000000e+00
1.500000000000000638e-02,1.000722900354489653e+01,1.362246924294719941e+00,9.175025300191919087e+00,0.000000000000000000e+00
