Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.917875225891496171e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997981708734329e+00,-1.580010729161618853e-03,9.838025181210186432e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.999998112940664541e+00,1.326400674948602018e-02,9.760404612904190813e+00,0.000000000000000000e+00
3.000000000000000062e-03,1.000001681798730857e+01,4.453321147094456423e-02,9.684969109350888061e+00,0.000000000000000000e+00
4.000000000000000083e-03,1.000007052223605086e+01,9.222848434776761972e-02,9.611674442568125087e+00,0.000000000000000000e+00
5.000000000000000104e-03,1.000017565195494029e+01,1.563507052605828396e-01,9.540475870330972441e+00,0.000000000000000000e+00
6.000000000000000125e-03,1.000034863429164567e+01,2.369007529708426485e-01,9.471326985936784126e+00,0.000000000000000000e+00
7.000000000000000146e-03,1.000060581255124603e+01,3.304909802793493112e-01,9.404180711206516108e+00,0.000000000000000000e+00
8.000000000000000167e-03,1.000095877289877500e+01,4.337340089873296667e-01,9.338989454827395065e+00,0.000000000000000000e+00
9.000000000000001055e-03,1.000141716842623829e+01,5.466311188081158789e-01,9.275704010061145866e+00,0.000000000000000000e+00
1.000000000000000194e-02,1.000199065350474470e+01,6.691835868489631745e-01,9.214273097660363732e+00,0.000000000000000000e+00
1.100000000000000283e-02,1.000268888378170828e+01,8.013926867688557776e-01,9.154642882683953431e+00,0.000000000000000000e+00
1.200000000000000372e-02,1.000352141531486971e+01,9.392244096289176225e-01,9.096761039354545275e+00,0.000000000000000000e+00
1.300000000000000461e-02,1.000449213913682023e+01,1.078644065226619375e+00,9.040576060875986641e+00,0.000000000000000000e+00
1.400000000000000550e-02,1.000560264323597970e+01,1.219651898954625446e+00,8.986035767539121366e+00,0.000000000000000000e+00
1.500000000000000638e-02,1.000685451584516805e+01,1.362248151846325417e+00,8.933087119128529707e+00,0.000000000000000000e+00
1.600000000000000727e-02,1.000824934543716971e+01,1.506433060212159836e+00,8.881676019749354722e+00,0.000000000000000000e+00
1.700000000000000816e-02,1.000978872071992676e+01,1.652206855266560526e+00,8.831747115918082258e+00,0.000000000000000000e+00
1.800000000000000905e-02,1.001147423063135911e+01,1.799569762754634539e+00,8.783243590017217883e+00,0.000000000000000000e+00
1.900000000000000994e-02,1.001330746433381691e+01,1.948522002590573621e+00,8.736106951658243247e+00,0.000000000000000000e+00
2.000000000000001082e-02,1.001529001120817064e+01,2.099063788522936402e+00,8.690276830403666608e+00,0.000000000000000000e+00
2.100000000000001171e-02,1.001742346084758495e+01,2.251195327845529448e+00,8.645690774536193501e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.001970940305101365e+01,2.404916821176931840e+00,8.602284130226365733e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.002214940457679404e+01,2.559298637546893129e+00,8.559993169670487845e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.002474372671999170e+01,2.713410933490062682e+00,8.518753786393320482e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.002749209993148227e+01,2.867253582257504707e+00,8.478500285357581490e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.003039425453450839e+01,3.020826453214648932e+00,8.439165348530135446e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.003344992072096176e+01,3.174129412586967014e+00,8.400680038939849936e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.003665882854844682e+01,3.327162324422652695e+00,8.362973849199216048e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.004002070793836232e+01,3.479925051801918023e+00,8.325974800323502123e+00,0.000000000000000000e+00
3.000000000000001971e-02,1.004353528867525469e+01,3.632417458320846837e+00,8.289609594515427560e+00,0.000000000000000000e+00
3.100000000000002059e-02,1.004720230040772044e+01,3.784639409873776117e+00,8.253803824456763749e+00,0.000000000000000000e+00
3.200000000000002148e-02,1.005102147265115065e+01,3.936590776751584642e+00,8.218482239516148979e+00,0.000000000000000000e+00
3.300000000000002237e-02,1.005499253479265320e+01,4.088271436063679154e+00,8.183569268264513141e+00,0.000000000000000000e+00
3.400000000000002326e-02,1.005911521617518467e+01,4.239681604542531623e+00,8.148989671677895785e+00,0.000000000000000000e+00
3.500000000000002415e-02,1.006338924620304098e+01,4.390820830358078020e+00,8.114667569971414807e+00,0.000000000000000000e+00
3.600000000000002504e-02,1.006781435391313373e+01,4.541689027467397999e+00,8.080527790230556562e+00,0.000000000000000000e+00
3.700000000000002592e-02,1.007239026826054840e+01,4.692286129509795956e+00,8.046496317946250088e+00,0.000000000000000000e+00
3.800000000000002681e-02,1.007711671813903465e+01,4.842612093463061207e+00,8.012500748128806194e+00,0.000000000000000000e+00
3.900000000000002770e-02,1.008199343240515233e+01,4.992666903340711393e+00,7.978470720041713093e+00,0.000000000000000000e+00
4.000000000000002859e-02,1.008702013990612478e+01,5.142450573832582528e+00,7.944338323863411766e+00,0.000000000000000000e+00
4.100000000000002948e-02,1.009219656951128918e+01,5.291963153787326846e+00,7.910038465930978369e+00,0.000000000000000000e+00
4.200000000000003036e-02,1.009752245014699135e+01,5.441204729438424259e+00,7.875509202796313168e+00,0.000000000000000000e+00
4.300000000000003125e-02,1.010299751083538311e+01,5.590175419601871809e+00,7.840692011067098122e+00,0.000000000000000000e+00
4.400000000000003214e-02,1.010862148071732847e+01,5.738875374225752779e+00,7.805531901387008809e+00,0.000000000000000000e+00
4.500000000000003303e-02,1.011439408911770244e+01,5.887304952520990398e+00,7.769977621759740494e+00,0.000000000000000000e+00
4.600000000000003392e-02,1.012031506576520101e+01,6.035464547083344122e+00,7.733981719795279375e+00,0.000000000000000000e+00
4.700000000000003481e-02,1.012638414579362411e+01,6.183556626767042985e+00,7.697498967384858837e+00,0.000000000000000000e+00
4.800000000000003569e-02,1.013260134851732275e+01,6.331783527639823994e+00,7.660487316412520897e+00,0.000000000000000000e+00
4.900000000000003658e-02,1.013896680875644307e+01,6.480145184141291814e+00,7.622908539067418943e+00,0.000000000000000000e+00
5.000000000000003747e-02,1.014548066123086656e+01,6.628641380578939035e+00,7.584663801008108663e+00,0.000000000000000000e+00
5.100000000000003836e-02,1.015214304039346871e+01,6.777271038589346652e+00,7.545662180946007602e+00,0.000000000000000000e+00
5.200000000000003925e-02,1.015895407930097250e+01,6.926033064963172947e+00,7.505882096131037073e+00,0.000000000000000000e+00
5.300000000000004013e-02,1.016591391025044722e+01,7.074927192958311295e+00,7.465305390899433569e+00,0.000000000000000000e+00
5.400000000000004102e-02,1.017302266529418731e+01,7.223953248817644557e+00,7.423917139311869029e+00,0.000000000000000000e+00
5.500000000000004191e-02,1.018028047633032784e+01,7.373111141620693587e+00,7.381705452391607913e+00,0.000000000000000000e+00
5.600000000000004280e-02,1.018768747518357465e+01,7.522400854328836317e+00,7.338661288446835407e+00,0.000000000000000000e+00
5.700000000000004369e-02,1.019524379367723022e+01,7.671822435874719126e+00,7.294778273490631015e+00,0.000000000000000000e+00
5.800000000000004458e-02,1.020294956369751915e+01,7.821375994164555756e+00,7.250052527497534705e+00,0.000000000000000000e+00
5.900000000000004546e-02,1.021080491725110306e+01,7.971061689878483847e+00,7.204482501709403408e+00,0.000000000000000000e+00
6.000000000000004635e-02,1.021880998651655759e+01,8.120879725877321320e+00,7.158068822902503570e+00,0.000000000000000000e+00
6.100000000000004724e-02,1.022696490389095736e+01,8.270830303867784394e+00,7.110814150650291765e+00,0.000000000000000000e+00
6.200000000000004813e-02,1.023526980194797176e+01,8.420913528720825880e+00,7.062723055157924534e+00,0.000000000000000000e+00
6.300000000000004208e-02,1.024372481335453955e+01,8.571129479373510662e+00,7.013801990528380159e+00,0.000000000000000000e+00
6.400000000000004297e-02,1.025233007085248715e+01,8.721478195104177544e+00,6.964058981898564760e+00,0.000000000000000000e+00
6.500000000000004385e-02,1.026108570721229007e+01,8.871959726476676522e+00,6.913503538787598934e+00,0.000000000000000000e+00
6.600000000000004474e-02,1.026999185526414138e+01,9.022574134587037165e+00,6.862146602061033995e+00,0.000000000000000000e+00
6.700000000000004563e-02,1.027904864789834605e+01,9.173321476587629419e+00,6.810000448769188530e+00,0.000000000000000000e+00
6.800000000000004652e-02,1.028825621806153912e+01,9.324201806367732104e+00,6.757078603059819777e+00,0.000000000000000000e+00
6.900000000000004741e-02,1.029761469875356816e+01,9.475215175151589619e+00,6.703395745923175220e+00,0.000000000000000000e+00
7.000000000000004829e-02,1.030712422302495845e+01,9.626361632026931403e+00,6.648967641550077801e+00,0.000000000000000000e+00
7.100000000000004918e-02,1.031678492397488611e+01,9.777641224414841403e+00,6.593811055407622135e+00,0.000000000000000000e+00
7.200000000000005007e-02,1.032659693474961315e+01,9.929053998490211086e+00,6.537943690416890163e+00,0.000000000000000000e+00
7.300000000000005096e-02,1.033656038854133108e+01,1.008059999956042851e+01,6.481384114099829397e+00,0.000000000000000000e+00
7.400000000000005185e-02,1.034667541858737749e+01,1.023227927240884760e+01,6.424151695494253467e+00,0.000000000000000000e+00
7.500000000000005274e-02,1.035694215816978669e+01,1.038409186160846076e+01,6.366266550980065553e+00,0.000000000000000000e+00
7.600000000000005362e-02,1.036736074058853774e+01,1.053603766688858379e+01,6.307749478787626707e+00,0.000000000000000000e+00
7.700000000000005451e-02,1.037793129904372869e+01,1.068811664692846364e+01,6.248621911746827351e+00,0.000000000000000000e+00
7.800000000000005540e-02,1.038865396671870656e+01,1.084032883833482508e+01,6.188905858914586666e+00,0.000000000000000000e+00
7.900000000000005629e-02,1.039952887683360494e+01,1.099267427979666500e+01,6.128623861398212469e+00,0.000000000000000000e+00
8.000000000000005718e-02,1.041055616264747030e+01,1.114515301111811141e+01,6.067798939726866791e+00,0.000000000000000000e+00
8.100000000000005806e-02,1.042173595745943082e+01,1.129776507341291314e+01,6.006454557386482485e+00,0.000000000000000000e+00
8.200000000000005895e-02,1.043306839236057293e+01,1.145042051131226479e+01,5.944615045329987524e+00,0.000000000000000000e+00
8.300000000000005984e-02,1.044455347211093788e+01,1.160302935301568183e+01,5.882305262496100084e+00,0.000000000000000000e+00
8.400000000000006073e-02,1.045619115011849409e+01,1.175559161747668924e+01,5.819550333967745459e+00,0.000000000000000000e+00
8.500000000000006162e-02,1.046798137981065047e+01,1.190810732587704557e+01,5.756375624155456450e+00,0.000000000000000000e+00
8.600000000000006251e-02,1.047992411463652296e+01,1.206057650179669594e+01,5.692806692680445479e+00,0.000000000000000000e+00
8.700000000000006339e-02,1.049201930806936822e+01,1.221299917138108704e+01,5.628869257099665013e+00,0.000000000000000000e+00
8.800000000000006428e-02,1.050426691360918952e+01,1.236537536350643052e+01,5.564589164704266011e+00,0.000000000000000000e+00
8.900000000000006517e-02,1.051666688478550427e+01,1.251770510994265884e+01,5.499992357986455360e+00,0.000000000000000000e+00
9.000000000000006606e-02,1.052921917516027683e+01,1.266998844551483394e+01,5.435104829707928964e+00,0.000000000000000000e+00
9.100000000000006695e-02,1.054192373833100760e+01,1.282222540826270496e+01,5.369952607746961704e+00,0.000000000000000000e+00
9.200000000000006783e-02,1.055478052793398369e+01,1.297441603959907042e+01,5.304561719800000574e+00,0.000000000000000000e+00
9.300000000000006872e-02,1.056778949764768960e+01,1.312656038446638540e+01,5.238958159540936244e+00,0.000000000000000000e+00
9.400000000000006961e-02,1.058095060119637409e+01,1.327865849149184641e+01,5.173167858665771668e+00,0.000000000000000000e+00
9.500000000000007050e-02,1.059426379235376459e+01,1.343071041314017400e+01,5.107216668714844587e+00,0.000000000000000000e+00
9.600000000000007139e-02,1.060772902494694492e+01,1.358271620586470085e+01,5.041130315745673052e+00,0.000000000000000000e+00
9.700000000000007228e-02,1.062134625286037348e+01,1.373467593025658928e+01,4.974934400127640544e+00,0.000000000000000000e+00
9.800000000000007316e-02,1.063511543004005944e+01,1.388658965119122435e+01,4.908654351081718659e+00,0.000000000000000000e+00
9.900000000000007405e-02,1.064903651049787570e+01,1.403845743797210943e+01,4.842315399962052069e+00,0.000000000000000000e+00
1.000000000000000749e-01,1.066310944831602292e+01,1.419027936447155547e+01,4.776508257533451207e+00,0.000000000000000000e+00
1.010000000000000758e-01,1.067733419759476199e+01,1.434205309335113299e+01,4.711776201574338074e+00,0.000000000000000000e+00
1.020000000000000767e-01,1.069171070910755894e+01,1.449377618000048429e+01,4.648079637492451788e+00,0.000000000000000000e+00
1.030000000000000776e-01,1.070623893219407385e+01,1.464544854611338387e+01,4.585380339538597028e+00,0.000000000000000000e+00
1.040000000000000785e-01,1.072091881611754971e+01,1.479707012213495432e+01,4.523641392684512930e+00,0.000000000000000000e+00
