Iteration	CPUTime	PhysTime	Travels
1	10	0	0.0129073345
2	12	0	0.025814669
3	14	0	0.0387220035
4	16	0	0.051629338
5	18	0	0.0645366725
6	19	0	0.077444007
7	21	0	0.0903513415
8	23	0	0.103258676
9	24	0	0.11616601
10	26	0	0.129073345
11	27	0	0.141980679
12	28	0	0.154888014
13	30	0	0.167795348
14	32	0	0.180702683
15	33	0	0.193610017
16	34	0	0.206517352
17	36	0	0.219424686
18	37	0	0.232332021
19	39	0	0.245239355
20	41	0	0.25814669
21	42	0	0.271054024
22	43	0	0.283961359
23	45	0	0.296868693
24	46	0	0.309776028
25	48	0	0.322683362
26	50	0	0.335590697
27	51	0	0.348498031
28	52	0	0.361405366
29	54	0	0.3743127
30	55	0	0.387220035
31	57	0	0.400127369
32	58	0	0.413034704
33	59	0	0.425942038
34	61	0	0.438849373
35	62	0	0.451756707
36	64	0	0.464664042
37	65	0	0.477571376
38	66	0	0.490478711
39	68	0	0.503386045
40	69	0	0.51629338
41	71	0	0.529200714
42	72	0	0.542108049
43	73	0	0.555015383
44	75	0	0.567922718
45	76	0	0.580830052
46	78	0	0.593737387
47	79	0	0.606644721
48	80	0	0.619552056
49	82	0	0.63245939
50	83	0	0.645366725
51	85	0	0.658274059
52	86	0	0.671181394
53	88	0	0.684088728
54	89	0	0.696996063
55	91	0	0.709903397
56	92	0	0.722810732
57	93	0	0.735718066
58	95	0	0.748625401
59	96	0	0.761532735
60	98	0	0.77444007
61	99	0	0.787347404
62	101	0	0.800254739
63	102	0	0.813162073
64	104	0	0.826069408
65	105	0	0.838976742
66	106	0	0.851884077
67	108	0	0.864791411
68	109	0	0.877698746
69	111	0	0.89060608
70	112	0	0.903513415
71	113	0	0.916420749
72	115	0	0.929328084
73	116	0	0.942235418
74	118	0	0.955142753
75	119	0	0.968050087
76	120	0	0.980957422
77	122	0	0.993864756
78	123	0	1.00677209
