Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997797171076286e+00,-8.962182513505541001e-03,-2.220697800395210218e-15,0.000000000000000000e+00
2.000000000000000042e-03,9.999987008915510955e+00,-1.626524277815396755e-02,-3.108831761392842782e-14,0.000000000000000000e+00
3.000000000000000062e-03,9.999969294425689270e+00,-2.190887301672148763e-02,8.120035035226842210e-14,0.000000000000000000e+00
4.000000000000000083e-03,9.999946313139460585e+00,-2.589303768775391354e-02,8.345228867576424458e-14,0.000000000000000000e+00
5.000000000000000104e-03,9.999919724528330889e+00,-2.821770520011129477e-02,-1.488561925929818329e-13,0.000000000000000000e+00
6.000000000000000125e-03,9.999891188098652961e+00,-2.888283920253239753e-02,-4.463932212027603744e-13,0.000000000000000000e+00
7.000000000000000146e-03,9.999862363391391895e+00,-2.788840627993721330e-02,1.372491804546539844e-12,0.000000000000000000e+00
8.000000000000000167e-03,9.999834909981547781e+00,-2.523437135847587595e-02,2.921531443850084207e-12,0.000000000000000000e+00
9.000000000000001055e-03,9.999810487478915988e+00,-2.092070007887922994e-02,5.315809791374783008e-12,0.000000000000000000e+00
1.000000000000000194e-02,9.999790755527662611e+00,-1.494735804975485215e-02,5.920491125514116775e-12,0.000000000000000000e+00
1.100000000000000283e-02,9.999777373806351122e+00,-7.314310848002236222e-03,4.684295297471418582e-12,0.000000000000000000e+00
1.200000000000000372e-02,9.999772002027974338e+00,1.978475980475629011e-03,8.986259438782300191e-12,0.000000000000000000e+00
1.300000000000000461e-02,9.999776299939988178e+00,1.293103691961240698e-02,1.184758654148167228e-11,0.000000000000000000e+00
1.400000000000000550e-02,9.999791927324336527e+00,2.554340648187950272e-02,1.112501338900571470e-11,0.000000000000000000e+00
1.500000000000000638e-02,9.999820543997492095e+00,3.981561927434505016e-02,9.158338861979542725e-12,0.000000000000000000e+00
1.600000000000000727e-02,9.999863809810522142e+00,5.574770979124481218e-02,9.245885581237374156e-12,0.000000000000000000e+00
1.700000000000000816e-02,9.999923384649001434e+00,7.333971261652104390e-02,7.758805830009608292e-12,0.000000000000000000e+00
1.800000000000000905e-02,1.000000092843309218e+01,9.259166235117027854e-02,5.546334733185099338e-12,0.000000000000000000e+00
1.900000000000000994e-02,1.000009810111756181e+01,1.135035936085456304e-01,3.862300870895130257e-12,0.000000000000000000e+00
2.000000000000001082e-02,1.000021656269150228e+01,1.360755404320750095e-01,5.207131673018517928e-12,0.000000000000000000e+00
2.100000000000001171e-02,1.000035797317861430e+01,1.603075379925392729e-01,-1.102190410460391125e-12,0.000000000000000000e+00
2.200000000000001260e-02,1.000052399263749159e+01,1.861996209039275263e-01,-3.440563922623330242e-12,0.000000000000000000e+00
