Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg),Angular Position (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,-1.846791586782712730e-15,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000052e-03,9.999986426757862645e+00,-1.929407309959864023e-02,2.925084417946988495e-15,0.000000000000000000e+00,-1.909596364741587283e-15
5.000000000000000104e-03,9.999930505830418426e+00,-2.821725971438563546e-02,-2.073783009624187410e-14,0.000000000000000000e+00,-2.087624168041237298e-15
7.499999999999999722e-03,9.999858165144873468e+00,-2.676830503331450659e-02,-2.126312676328325779e-13,0.000000000000000000e+00,3.722942631319885015e-15
1.000000000000000021e-02,9.999795335373862670e+00,-1.494664479067786544e-02,5.820715552033240053e-14,0.000000000000000000e+00,3.318348248190306197e-14
1.250000000000000069e-02,9.999767948603166090e+00,7.248286670325794490e-03,-3.205256276095477822e-13,0.000000000000000000e+00,8.338746745268774867e-14
1.500000000000000118e-02,9.999801938331451368e+00,3.981705439704077282e-02,5.604530896968999871e-14,0.000000000000000000e+00,1.773964067665220908e-13
1.750000000000000167e-02,9.999923239470630776e+00,8.276022408515967821e-02,-4.744899619675658008e-13,0.000000000000000000e+00,3.105583529975922742e-13
2.000000000000000042e-02,1.000015778834637459e+01,1.360783607071315016e-01,-6.061225084984304655e-13,0.000000000000000000e+00,5.088488536757611685e-13
2.249999999999999917e-02,1.000053152269597767e+01,1.997720277671923284e-01,-1.048121751292121529e-12,0.000000000000000000e+00,7.885209713765160547e-13
2.499999999999999792e-02,1.000107120120285664e+01,2.706715391067677223e-01,-1.321525144308229327e-12,0.000000000000000000e+00,1.160387374922769448e-12
2.749999999999999667e-02,1.000178836548366590e+01,3.421711108594405193e-01,-1.602156957479322233e-12,0.000000000000000000e+00,1.647217299286825898e-12
2.999999999999999542e-02,1.000268451571165329e+01,4.140882057414866924e-01,-2.215329073332882789e-12,0.000000000000000000e+00,2.257539715518078251e-12
3.249999999999999417e-02,1.000376069571331961e+01,4.864228564730826432e-01,-1.659032647857718702e-12,0.000000000000000000e+00,3.010266869212155528e-12
3.499999999999999639e-02,1.000501794939262368e+01,5.591750878393413338e-01,-1.513164697078006371e-12,0.000000000000000000e+00,3.899486236806602348e-12
3.749999999999999861e-02,1.000645732070997340e+01,6.323449144754503815e-01,-1.664616675014861310e-12,0.000000000000000000e+00,4.925482533181382496e-12
4.000000000000000083e-02,1.000807985365534591e+01,7.059323380122556335e-01,-1.168922760993281841e-12,0.000000000000000000e+00,6.091044902196151466e-12
4.250000000000000305e-02,1.000988659221387600e+01,7.799373434445338038e-01,-9.709735391653176059e-13,0.000000000000000000e+00,7.390954254088585500e-12
4.500000000000000527e-02,1.001187858032192146e+01,8.543598946651866921e-01,-5.315402659511201235e-13,0.000000000000000000e+00,8.822054383875978419e-12
4.750000000000000749e-02,1.001405686181159638e+01,9.291999294157704536e-01,-4.510700919868176411e-13,0.000000000000000000e+00,1.037857368872493007e-11
5.000000000000000971e-02,1.001642248034276150e+01,1.004457354813226511e+00,-6.910802497849589534e-14,0.000000000000000000e+00,1.205894751975690015e-11
5.250000000000001193e-02,1.001897647932942448e+01,1.080132137874306730e+00,-5.457457621083839501e-13,0.000000000000000000e+00,1.385640381744834547e-11
5.500000000000001416e-02,1.002171990220613473e+01,1.156224291579472707e+00,-5.953129091753497589e-13,0.000000000000000000e+00,1.577361844997299133e-11
5.750000000000001638e-02,1.002465379236950582e+01,1.232733764185302894e+00,-3.685719487569297255e-13,0.000000000000000000e+00,1.780380557958484536e-11
6.000000000000001860e-02,1.002777919309745691e+01,1.309660505223971150e+00,-6.591647434821682703e-13,0.000000000000000000e+00,1.996590236184115319e-11
6.250000000000001388e-02,1.003109714751944992e+01,1.387004486770338163e+00,-9.973581228381372474e-13,0.000000000000000000e+00,2.226181185949251457e-11
6.500000000000001610e-02,1.003460869875063821e+01,1.464765722636212519e+00,-7.411863657368912407e-13,0.000000000000000000e+00,2.468837051752429670e-11
6.750000000000001832e-02,1.003831488994725341e+01,1.542944263661309989e+00,-6.011146180398210063e-13,0.000000000000000000e+00,2.723587276426885094e-11
7.000000000000002054e-02,1.004221676442555200e+01,1.621540224950769993e+00,-7.557603893888963368e-13,0.000000000000000000e+00,2.989547468175426647e-11
7.250000000000002276e-02,1.004631536583236162e+01,1.700553804016459836e+00,-3.129775215278183812e-13,0.000000000000000000e+00,3.265870620377281896e-11
7.500000000000002498e-02,1.005061173835898991e+01,1.779985307266881200e+00,4.186475136412650051e-14,0.000000000000000000e+00,3.552085455227178153e-11
7.750000000000002720e-02,1.005510692708116238e+01,1.859835294247946580e+00,1.552201245943463632e-14,0.000000000000000000e+00,3.848170734931546049e-11
