Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,9.999997791735241393e+00,-9.179639225641600744e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,9.999986681823319401e+00,-1.713508989909343083e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000062e-03,9.999967894517395095e+00,-2.386606750821035350e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-03,9.999942654292230060e+00,-2.937256457720767780e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,9.999912185630060790e+00,-3.365457363570338589e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000125e-03,9.999877713020593362e+00,-3.671208721972978040e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000146e-03,9.999840460960994548e+00,-3.854509787070727056e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-03,9.999801653955891823e+00,-3.915359813341991180e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000001055e-03,9.999762516517364475e+00,-3.853758055365954366e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000194e-02,9.999724273164948940e+00,-3.669703767597918415e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000283e-02,9.999688191948692406e+00,-3.189091517222827910e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000372e-02,9.999657985660375559e+00,-2.237805189465327110e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000461e-02,9.999638361078856619e+00,-8.158280126669231053e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000550e-02,9.999634025150720973e+00,1.076856787597112869e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000638e-02,9.999649684990295384e+00,3.440265984152980627e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000727e-02,9.999690047879608912e+00,6.274416339659995290e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000816e-02,9.999759821268261462e+00,9.579324593741192495e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000905e-02,9.999863712773153779e+00,1.335500744582837074e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000994e-02,1.000000643017803270e+01,1.760148153396956239e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000001082e-02,1.000019268143281970e+01,2.231876341000402220e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000001171e-02,1.000042711639046722e+01,2.727380800177762743e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000001260e-02,1.000071111248152889e+01,3.223355920909623529e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000001349e-02,1.000104471677189188e+01,3.719801692638556312e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000001438e-02,1.000142797632631364e+01,4.216718101428582610e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000001527e-02,1.000186093820809674e+01,4.714105130563296941e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000001615e-02,1.000234364947882248e+01,5.211962761031014857e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000001704e-02,1.000287615719813061e+01,5.710290971919393943e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000001793e-02,1.000345850842353812e+01,6.209089740737310237e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000001882e-02,1.000409075021028116e+01,6.708359043678083777e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000001971e-02,1.000477292961119247e+01,7.208098855835290975e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000002059e-02,1.000550509367659835e+01,7.708309151380099422e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000002148e-02,1.000628728945422097e+01,8.208989903707311075e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000002237e-02,1.000711956398911084e+01,8.710141085555860307e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000002326e-02,1.000800196432358113e+01,9.211762669108398693e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000002415e-02,1.000893453749715256e+01,9.713854626073725740e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000002504e-02,1.000991733054650723e+01,1.021641692775509425e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000002592e-02,1.001095039050545132e+01,1.071944954510684944e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000002681e-02,1.001203376440488135e+01,1.122295244878143361e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000002770e-02,1.001316749927275218e+01,1.172692560916839488e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000002859e-02,1.001435164213405216e+01,1.223136899642673692e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000002948e-02,1.001558624001078357e+01,1.273628258051174855e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000003036e-02,1.001687133992193957e+01,1.324166633119719938e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000003125e-02,1.001820698888348637e+01,1.374752021809368507e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000003214e-02,1.001959323390834911e+01,1.425384421066372864e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000003303e-02,1.002103012200639576e+01,1.476063827823417718e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000003392e-02,1.002251770018442478e+01,1.526790239000631821e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000003481e-02,1.002405601544615088e+01,1.577563651506407538e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000003569e-02,1.002564511479219789e+01,1.628384062238060759e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000003658e-02,1.002728504522008279e+01,1.679251468082353815e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000003747e-02,1.002897585372420686e+01,1.730165865915904932e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000003836e-02,1.003071758729571883e+01,1.781127247957906778e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000003925e-02,1.003251029291598861e+01,1.832135605770374376e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000004013e-02,1.003435401755987222e+01,1.883190935335584681e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000004102e-02,1.003624880819820397e+01,1.934293232619884728e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000004191e-02,1.003819471179778233e+01,1.985442493574679057e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000004280e-02,1.004019177532135387e+01,2.036638714137286588e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000004369e-02,1.004224004572760087e+01,2.087881890231681581e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000004458e-02,1.004433956997112354e+01,2.139172017769132239e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000004546e-02,1.004649039500243290e+01,2.190509092648746936e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000004635e-02,1.004869256776793662e+01,2.241893110757940288e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000004724e-02,1.005094613520992652e+01,2.293324067972826175e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000004813e-02,1.005325114426656796e+01,2.344801960158547249e+00,0.000000000000000000e+00,0.000000000000000000e+00
