Time (s),Altitude (m),Velocity (m/s),Angular Velocity (rad/s),Fin Cant Angle (deg),Angular Position (deg)
0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.326628759075616097e-13,0.000000000000000000e+00,5.589053138059659773e-14
2.500000000000000052e-03,9.999986426815320684e+00,-1.929412881629949048e-02,3.097246584196115026e-12,0.000000000000000000e+00,-2.438408448345421601e-13
5.000000000000000104e-03,9.999930505725179941e+00,-2.821776007081303050e-02,-1.431538356637470702e-11,0.000000000000000000e+00,-2.991030606203480961e-12
7.499999999999999722e-03,9.999858163371246889e+00,-2.677018424607854538e-02,-4.390094217638308171e-11,0.000000000000000000e+00,-9.577604015807349400e-12
1.000000000000000021e-02,9.999795327786920041e+00,-1.495137046010794855e-02,-6.146528862829257196e-11,0.000000000000000000e+00,-2.118818841375466729e-11
1.250000000000000069e-02,9.999767927088019093e+00,7.238721237660323757e-03,-2.158139726735077943e-10,0.000000000000000000e+00,-3.801605404846759306e-11
1.500000000000000118e-02,9.999801889495284257e+00,3.980013946917540513e-02,-2.787245005677577292e-10,0.000000000000000000e+00,-5.410755010841002169e-11
1.750000000000000167e-02,9.999923143355761823e+00,8.273294101550224267e-02,-4.725181631057461942e-10,0.000000000000000000e+00,-6.562774414973275804e-11
2.000000000000000042e-02,1.000015761716518448e+01,1.360372045001964902e-01,-4.901394528532124456e-10,0.000000000000000000e+00,-6.111496938225038639e-11
2.249999999999999917e-02,1.000053123964814894e+01,1.997130485584359683e-01,-2.918821712596138638e-10,0.000000000000000000e+00,-3.960440820298031503e-11
2.499999999999999792e-02,1.000107075935168766e+01,2.705903372657570416e-01,-5.760102565810990355e-10,0.000000000000000000e+00,-6.959804507006753803e-13
2.749999999999999667e-02,1.000178770664563288e+01,3.420628538978989774e-01,4.181519980699972399e-11,0.000000000000000000e+00,6.585381307349756439e-11
2.999999999999999542e-02,1.000268356938207681e+01,4.139476432972415409e-01,-1.147263419710830284e-10,0.000000000000000000e+00,1.524194724811502644e-10
3.249999999999999417e-02,1.000375937803154081e+01,4.862443374777703498e-01,-3.741446162613072236e-10,0.000000000000000000e+00,2.646009368895438981e-10
3.499999999999999639e-02,1.000501616215058931e+01,5.589525788447491372e-01,-1.137633264560748169e-11,0.000000000000000000e+00,4.136199694215938381e-10
3.749999999999999861e-02,1.000645495040745914e+01,6.320720195957826304e-01,3.331573410139868999e-10,0.000000000000000000e+00,5.955965304336718124e-10
4.000000000000000083e-02,1.000807677060619838e+01,7.056023211145037166e-01,6.937546624123651208e-10,0.000000000000000000e+00,8.097923594773958917e-10
4.250000000000000305e-02,1.000988264970929542e+01,7.795431533765521115e-01,1.002039899506766423e-09,0.000000000000000000e+00,1.053569218060549686e-09
4.500000000000000527e-02,1.001187361385884067e+01,8.538941943882434327e-01,1.631635066094468519e-11,0.000000000000000000e+00,1.324835500355877460e-09
4.750000000000000749e-02,1.001405068839626722e+01,9.286551296142743217e-01,-1.664562453347959860e-10,0.000000000000000000e+00,1.639223166717221768e-09
5.000000000000000971e-02,1.001641489788067929e+01,1.003825651429726351e+00,1.742912631737990594e-11,0.000000000000000000e+00,2.009226667707807200e-09
5.250000000000001193e-02,1.001896726608353028e+01,1.079404954040098508e+00,1.231156480038425591e-09,0.000000000000000000e+00,2.430101566075987810e-09
5.500000000000001416e-02,1.002170881421812965e+01,1.155392110621065838e+00,1.932048325963445018e-10,0.000000000000000000e+00,2.892995855839539601e-09
5.750000000000001638e-02,1.002464056164262374e+01,1.231786628486323476e+00,1.013550350651007466e-09,0.000000000000000000e+00,3.416435175905371467e-09
6.000000000000001860e-02,1.002776352647750713e+01,1.308588004360091706e+00,4.767698078298500766e-10,0.000000000000000000e+00,4.000156337908477750e-09
6.250000000000001388e-02,1.003107872557896130e+01,1.385795724055026490e+00,1.529760529960366036e-10,0.000000000000000000e+00,4.646104389509414302e-09
6.500000000000001610e-02,1.003458717451140814e+01,1.463409262156977420e+00,1.249959968148004403e-09,0.000000000000000000e+00,5.362591937961463575e-09
6.750000000000001832e-02,1.003828988751924989e+01,1.541428081717870491e+00,3.209615939473003681e-09,0.000000000000000000e+00,6.145611046622860781e-09
7.000000000000002054e-02,1.004218787749787012e+01,1.619851633919877854e+00,4.097134858551955025e-09,0.000000000000000000e+00,6.981136631918480644e-09
7.250000000000002276e-02,1.004628215596374652e+01,1.698679357736407658e+00,3.983054916993079162e-09,0.000000000000000000e+00,7.869129936417722551e-09
7.500000000000002498e-02,1.005057373302375723e+01,1.777910679583348141e+00,3.758197064793112372e-09,0.000000000000000000e+00,8.807030911924652888e-09
7.750000000000002720e-02,1.005506361734358123e+01,1.857545012991709488e+00,4.665226202217721739e-09,0.000000000000000000e+00,9.806267474133808631e-09
8.000000000000002942e-02,1.005975281611528516e+01,1.937581758241869734e+00,7.604928318919810566e-09,0.000000000000000000e+00,1.085609476208936972e-08
8.250000000000003164e-02,1.006464233502400596e+01,2.018020302003320054e+00,5.541424299735771427e-09,0.000000000000000000e+00,1.193632597604554413e-08
8.500000000000003386e-02,1.006973317821370273e+01,2.098860016973608911e+00,5.629602784985314212e-09,0.000000000000000000e+00,1.306346260734286688e-08
8.750000000000003608e-02,1.007502634825202392e+01,2.180100261502928127e+00,1.138772422876195885e-08,0.000000000000000000e+00,1.424553450967561053e-08
9.000000000000003830e-02,1.008052284609422777e+01,2.261740379224861375e+00,7.460807494749399547e-09,0.000000000000000000e+00,1.543573055167419637e-08
9.250000000000004052e-02,1.008622367104618078e+01,2.343779698649752330e+00,1.005278369025274814e-08,0.000000000000000000e+00,1.666953527501617971e-08
9.500000000000004274e-02,1.009212982072630282e+01,2.426217532778277786e+00,9.085618148685615933e-09,0.000000000000000000e+00,1.792393599548537230e-08
9.750000000000004496e-02,1.009824229102658144e+01,2.509053178699921727e+00,5.564852588343632064e-09,0.000000000000000000e+00,1.920555922444782775e-08
1.000000000000000472e-01,1.010456207607257184e+01,2.592285917187554301e+00,1.438514157240346135e-09,0.000000000000000000e+00,2.054366402408752653e-08
1.025000000000000494e-01,1.011109016706603470e+01,2.675907619373106172e+00,3.938344598016138913e-09,0.000000000000000000e+00,2.197187410602598202e-08
1.050000000000000516e-01,1.011782752972923838e+01,2.759911108275022951e+00,1.027058789453227571e-08,0.000000000000000000e+00,2.348189203496675099e-08
1.075000000000000538e-01,1.012477511725129276e+01,2.844294195959827132e+00,1.018560057518626850e-08,0.000000000000000000e+00,2.503943750733818614e-08
1.100000000000000561e-01,1.013193387728971118e+01,2.929054465250553019e+00,1.062086931809229219e-08,0.000000000000000000e+00,2.664684292260592122e-08
1.125000000000000583e-01,1.013930475139326326e+01,3.014189380677530838e+00,1.584054061947471534e-08,0.000000000000000000e+00,2.830156852595558826e-08
1.150000000000000605e-01,1.014688867470370148e+01,3.099696283845445155e+00,1.291107548876689541e-08,0.000000000000000000e+00,2.997558469280662052e-08
1.175000000000000627e-01,1.015468657564574961e+01,3.185572388690635304e+00,3.681517586224757339e-09,0.000000000000000000e+00,3.169277996563959960e-08
1.200000000000000649e-01,1.016269937560524106e+01,3.271814776600887154e+00,-3.350023303987072793e-10,0.000000000000000000e+00,3.350755828702436299e-08
1.225000000000000672e-01,1.017092798859493108e+01,3.358420391413032835e+00,5.320723419036820287e-09,0.000000000000000000e+00,3.544381966607976496e-08
1.250000000000000555e-01,1.017937332090774838e+01,3.445386034264743991e+00,9.500970661334023708e-09,0.000000000000000000e+00,3.746932294611944338e-08
1.275000000000000577e-01,1.018803627075713258e+01,3.532708358390335590e+00,3.511789953774495769e-09,0.000000000000000000e+00,3.958671455346743182e-08
1.300000000000000600e-01,1.019691772790424444e+01,3.620383863756413856e+00,2.839399826633686138e-10,0.000000000000000000e+00,4.181888524577548217e-08
1.325000000000000622e-01,1.020601857327181072e+01,3.708408891606717717e+00,1.016336165377774218e-08,0.000000000000000000e+00,4.420518500119495887e-08
1.350000000000000644e-01,1.021533967854411173e+01,3.796779618885792296e+00,1.678986694849210589e-08,0.000000000000000000e+00,4.669870038973213816e-08
1.375000000000000666e-01,1.022488190575311151e+01,3.885492052512145023e+00,7.862777639392186286e-09,0.000000000000000000e+00,4.926501339092593363e-08
1.400000000000000688e-01,1.023464610685004850e+01,3.974542023578754080e+00,-9.635023357241388808e-09,0.000000000000000000e+00,5.196346530576630708e-08
1.425000000000000711e-01,1.024463312326263775e+01,4.063925181443409862e+00,-1.612314109188884078e-08,0.000000000000000000e+00,5.489145513268877768e-08
1.450000000000000733e-01,1.025484378543728425e+01,4.153636987682846282e+00,-1.443422642590509462e-08,0.000000000000000000e+00,5.810129659927333558e-08
1.475000000000000755e-01,1.026527891236628243e+01,4.243672709996032744e+00,-1.011780591532781326e-09,0.000000000000000000e+00,6.157639826897495118e-08
1.500000000000000777e-01,1.027593931109951342e+01,4.334027415899373459e+00,3.144895304319909305e-09,0.000000000000000000e+00,6.528626494064545151e-08
1.525000000000000799e-01,1.028682577824049638e+01,4.424732081803066208e+00,-7.062224014974811355e-09,0.000000000000000000e+00,6.922982540592697983e-08
1.550000000000000822e-01,1.029793922518357441e+01,4.515820928151378588e+00,-1.774672857107399314e-08,0.000000000000000000e+00,7.344179866626573876e-08
1.575000000000000844e-01,1.030928061228475556e+01,4.607293812585730564e+00,-4.467502585938393771e-09,0.000000000000000000e+00,7.797609625648966333e-08
1.600000000000000866e-01,1.032085089957298507e+01,4.699150641551947061e+00,-9.079761214568087455e-09,0.000000000000000000e+00,8.280592014913956076e-08
1.625000000000000888e-01,1.033265104686938862e+01,4.791391365538015812e+00,-1.185700350187356510e-08,0.000000000000000000e+00,8.794425305703653958e-08
1.650000000000000910e-01,1.034468201389483077e+01,4.884015974573352459e+00,-7.980819821580737784e-09,0.000000000000000000e+00,9.341633839282650066e-08
1.675000000000000933e-01,1.035694476036618461e+01,4.977024493835249253e+00,-8.123123576342884989e-09,0.000000000000000000e+00,9.923381166189686634e-08
1.700000000000000955e-01,1.036944024608180115e+01,5.070416979384766876e+00,-3.003532682338312096e-08,0.000000000000000000e+00,1.053810079648120924e-07
1.725000000000000977e-01,1.038216943099634726e+01,5.164193514131194540e+00,-4.336385415385809881e-08,0.000000000000000000e+00,1.119902147779459301e-07
1.750000000000000999e-01,1.039513327528573150e+01,5.258354203961651763e+00,-5.588486921461757693e-08,0.000000000000000000e+00,1.191273795537517898e-07
1.775000000000001021e-01,1.040833273940232750e+01,5.352899173983193926e+00,-3.313966106207292895e-08,0.000000000000000000e+00,1.268841169657633658e-07
1.800000000000001044e-01,1.042176878412100827e+01,5.447828564944480867e+00,-3.512987346430080576e-08,0.000000000000000000e+00,1.351588552228268163e-07
1.825000000000001066e-01,1.043544237057626844e+01,5.543142529787925099e+00,-5.410636470666533900e-09,0.000000000000000000e+00,1.439716146911034889e-07
1.850000000000001088e-01,1.044935446029075798e+01,5.638841230364826984e+00,7.027911770809606961e-09,0.000000000000000000e+00,1.532059977282662139e-07
1.875000000000001110e-01,1.046350601519575996e+01,5.734924834226259982e+00,2.328714440660623500e-09,0.000000000000000000e+00,1.628186765246173862e-07
1.900000000000001132e-01,1.047789799764367835e+01,5.831393511597869228e+00,-6.861609137435075194e-09,0.000000000000000000e+00,1.728614329355323067e-07
1.925000000000001155e-01,1.049253137041304740e+01,5.928247432473425782e+00,-2.547503585984644417e-08,0.000000000000000000e+00,1.833617451282961622e-07
1.950000000000001177e-01,1.050740709670628981e+01,6.025486763785592892e+00,-2.436977230895714947e-08,0.000000000000000000e+00,1.944081133486053454e-07
1.975000000000001199e-01,1.052252614014055965e+01,6.123111666738855874e+00,5.287569522563922930e-09,0.000000000000000000e+00,2.060089240263940935e-07
2.000000000000001221e-01,1.053788946473192567e+01,6.221122294264143093e+00,-2.055368544281360019e-08,0.000000000000000000e+00,2.180638071258965991e-07
2.025000000000001243e-01,1.055349803304003586e+01,6.319487139191116043e+00,-9.017679599856544242e-09,0.000000000000000000e+00,2.306594504880225776e-07
2.050000000000001266e-01,1.056935269636293917e+01,6.418172837875142811e+00,2.761582095506312514e-09,0.000000000000000000e+00,2.437947192406771130e-07
